title,tmdb_id,imdb_id,release_date,release_month,release_day_of_week,production_budget_raw,production_budget_adj,runtime,primary_genre,mpaa_rating,format_premium,spoiler_risk,dir_last3,dir_max,dir_lifetime,prod_last3,prod_max,prod_lifetime,cast_last3,cast_max,cast_lifetime,director_id,director_name,producer_id,producer_name,cast_ids,cast_names,is_sequel,sequel_parent_rating,franchise_hunger,distributor_raw,opening_theaters,calendar_ratio,target_dom_lifetime,bom_dom_lifetime,rev_day_1,theaters_day_1,rank_day_1,rev_day_2,theaters_day_2,rank_day_2,rev_day_3,theaters_day_3,rank_day_3,rev_day_4,theaters_day_4,rank_day_4,rev_day_5,theaters_day_5,rank_day_5,rev_day_6,theaters_day_6,rank_day_6,rev_day_7,theaters_day_7,rank_day_7,rev_day_8,theaters_day_8,rank_day_8,rev_day_9,theaters_day_9,rank_day_9,rev_day_10,theaters_day_10,rank_day_10,rev_day_11,theaters_day_11,rank_day_11,rev_day_12,theaters_day_12,rank_day_12,rev_day_13,theaters_day_13,rank_day_13,rev_day_14,theaters_day_14,rank_day_14,rev_day_15,theaters_day_15,rank_day_15,rev_day_16,theaters_day_16,rank_day_16,rev_day_17,theaters_day_17,rank_day_17,rev_day_18,theaters_day_18,rank_day_18,rev_day_19,theaters_day_19,rank_day_19,rev_day_20,theaters_day_20,rank_day_20,rev_day_21,theaters_day_21,rank_day_21,rev_day_22,theaters_day_22,rank_day_22,rev_day_23,theaters_day_23,rank_day_23,rev_day_24,theaters_day_24,rank_day_24,rev_day_25,theaters_day_25,rank_day_25,rev_day_26,theaters_day_26,rank_day_26,rev_day_27,theaters_day_27,rank_day_27,rev_day_28,theaters_day_28,rank_day_28
Tinker Bell and the Lost Treasure,25475,tt1216516,2009-09-03,9,3,0,0.0,81,Animation,PG-13,1.0,1.0,0.0,0,0.0,0.0,0,0.0,114841150.55555557,240633732.33333334,131344279.24444444,111736.0,Klay Hall,1645248.0,Sean Lurie,52404|49915|34902,Mae Whitman|Jesse McCartney|Jane Horrocks,1,6.7,1.0,DisneyToon Studios,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12 Rounds,17134,tt1160368,2009-03-19,3,3,22000000,32260512.820512824,108,Action,PG-13,1.0,0.0,40464895.666666664,255000211,86014084.16666667,95445012.66666667,552639571,156612040.85714287,45494058.55555555,108083346.33333333,62367076.71428571,16938.0,Renny Harlin,6048.0,Mark Gordon,56446|49735|71128,John Cena|Aidan Gillen|Ashley Scott,1,0.0,0.0,The Mark Gordon Company,2331,0.5502315912130743,12092888,12092888,1808292,2331,6,2146615,2331,7,1374333,2331,7,356358,2331,7,401622,2331,7,330860,2331,7,303781,2331,7,869077,2331,9,891240,2331,9,500589,2331,9,190708,2331,9,257225,2331,9,239144,2331,9,290820,2331,9,289855,908,14,312145,908,14,194632,908,14,90533,908,14,81589,908,14,71943,908,15,65190,908,15,83928,409,20,115048,409,19,64222,409,19,16132,409,22,19176,409,22,13432,409,23,13410,409,23
The Gruffalo,28118,tt1461418,2009-12-25,12,4,0,0.0,27,Animation,PG-13,1.0,0.0,0.0,0,0.0,0.0,0,0.0,281103660.0,638607217.0,287777568.1722222,1126053.0,Max Lang,,Unknown,1283|47632|1923,Helena Bonham Carter|Rob Brydon|Robbie Coltrane,1,0.0,0.0,Magic Light Pictures,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Final Destination,19912,tt1144884,2009-08-26,8,2,40000000,58655477.85547786,82,Horror,PG-13,1.0,0.0,70213821.33333333,90941129,60837721.75,147093534.66666666,287553595,182554998.42857143,28178783.88888889,122867211.33333333,51850890.75,4755.0,David R. Ellis,21585.0,Craig Perry,94421|94423|84076,Bobby Campo|Shantel VanSanten|Nick Zano,1,5.9,3.5,Parallel Zide,3121,1.6796070950248871,66477700,66477700,10846068,3121,1,10159266,3121,1,6402975,3121,1,2233058,3121,1,2211399,3121,1,1678241,3121,2,1608990,3121,1,3613548,3121,1,4551785,3121,1,4203549,3121,2,2926187,3121,2,937441,3121,2,722017,3121,3,663334,3121,3,1678273,2732,7,2463418,2732,5,1380686,2732,4,432319,2732,4,484003,2732,4,412349,2732,4,407827,2732,4,745392,1805,10,1007623,1805,10,635458,1805,9,206351,1805,9,228245,1805,11,191726,1805,11,195260,1805,11
Anacondas: Trail of Blood,19543,tt1150934,2009-07-16,7,3,0,0.0,89,Adventure,PG-13,1.0,0.0,0.0,0,0.0,0.0,0,0.0,91814889.0,125727547.0,91814889.0,56353.0,Don E. FauntLeRoy,101164.0,Alison Semenza,146783|57251|77821,Crystal Allen|Linden Ashby|Danny Midwinter,1,2.8,0.7,Stage 6 Films,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bride Wars,10521,tt0901476,2009-01-09,1,4,30000000,43991608.391608395,89,Comedy,PG-13,1.0,0.0,82785316.0,148964660,82785316.0,106133333.33333333,170300000,103120945.0,72367561.33333333,251200321.66666666,73854610.4484127,17046.0,Gary Winick,47053.0,Alan Riche,11661|1813|23821,Kate Hudson|Anne Hathaway|Bryan Greenberg,0,0.0,0.0,Fox 2000 Pictures,3226,0.16984920771616796,58707170,58707170,8090757,3226,3,8367331,3226,2,4600085,3226,2,1138168,3226,2,1251488,3226,2,1103795,3226,2,1275501,3226,2,3752824,3228,6,4699553,3228,6,3199176,3228,6,2227174,3228,6,687806,3228,7,607679,3228,6,700927,3228,5,2141852,2621,7,3119199,2621,8,1607613,2621,10,407258,2621,10,455278,2621,8,443814,2621,7,489309,2621,6,1178605,1985,10,1714791,1985,12,631500,1985,12,192438,1985,16,214789,1985,15,219170,1985,15,226440,1985,15
Duplicity,16558,tt1135487,2009-03-18,3,2,60000000,87983216.78321679,125,Romance,PG-13,1.0,1.0,92991835.0,92991835,92991835.0,72816960.0,207500000,55654449.5,76115971.55555555,346323349.0,114085983.08624709,19242.0,Tony Gilroy,21706.0,Laura Bickford,1204|2296|207,Julia Roberts|Clive Owen|Tom Wilkinson,0,0.0,0.0,Medienproduktion Poseidon Filmgesellschaft,2574,1.7059018999949294,40572825,40572825,4684680,2574,3,5971680,2574,3,3308750,2574,4,1028665,2574,3,1184705,2574,3,989895,2574,3,914005,2574,3,2321065,2579,5,3481650,2579,5,1869770,2579,5,529125,2579,5,658005,2579,5,579985,2579,5,553995,2579,5,1399825,2522,7,1828450,2522,7,945965,2522,7,328125,2522,8,440845,2522,8,378385,2522,8,454025,2522,8,1051275,1965,10,1296125,1965,10,648450,1965,10,284925,1965,11,285335,1965,10,265275,1965,10,255555,1965,10
Defendor,34769,tt1303828,2009-09-12,9,5,3500000,5132354.312354313,101,Drama,PG-13,1.0,1.0,0.0,0,0.0,0.0,0,0.0,85218003.1111111,228276650.66666666,69136138.72486773,55587.0,Peter Stebbings,124321.0,Nicholas Tabarrok,57755|52852|13550,Woody Harrelson|Kat Dennings|Elias Koteas,0,0.0,0.0,Alliance Films,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G.I. Joe: The Rise of Cobra,14869,tt1046173,2009-08-03,8,0,175000000,256617715.61771566,118,Adventure,PG-13,1.0,1.0,386474622.3333333,443280904,208039807.16666666,0.0,0,0.0,44889385.77777778,220294603.33333334,89407859.22222222,7775.0,Stephen Sommers,24308.0,Brian Goldner,31164|2040|25002,Adewale Akinnuoye-Agbaje|Christopher Eccleston|Lee Byung-hun,1,0.0,0.0,Paramount Pictures,4007,3.028861015156374,150201498,150201498,22159303,4007,1,18168671,4007,1,14385072,4007,1,6405981,4007,1,5960560,4007,1,4809945,4007,1,4363656,4007,1,7023197,4007,3,8877365,4007,2,6423779,4007,2,2611015,4007,2,2588366,4007,2,2185769,4007,2,2068268,4007,2,3690583,3953,3,5114084,3953,3,3400260,3953,3,1140611,3953,3,1167704,3953,5,981122,3953,5,911071,3953,5,2262876,3467,5,3495902,3467,5,1956794,3467,5,583025,3467,6,595411,3467,7,491340,3467,7,494736,3467,7
Confessions of a Shopaholic,20048,tt1093908,2009-02-05,2,3,40000000,58655477.85547786,104,Comedy,PG-13,1.0,0.0,145461085.0,299288605,145461085.0,533816253.0,1066179747,325121257.14285713,102002836.44444443,240513552.0,106926543.375,3045.0,P.J. Hogan,770.0,Jerry Bruckheimer,52848|12791|78080,Isla Fisher|Hugh Dancy|Krysten Ritter,0,0.0,0.0,Touchstone Pictures,2507,0.4021079884244677,43207333,43207333,4375891,2507,4,6444689,2507,5,4245780,2507,5,2742693,2507,5,1054789,2507,5,862218,2507,5,909211,2507,5,2326573,2507,6,2914016,2507,8,1502189,2507,8,407295,2507,7,501298,2507,7,422037,2507,7,462837,2507,6,1456156,2534,7,2042561,2534,8,1135817,2534,9,346285,2534,8,399789,2534,5,338842,2534,5,343850,2534,5,1005731,2290,7,1376558,2290,8,718009,2290,9,222019,2290,7,282645,2290,6,244291,2290,7,269451,2290,7
Labor Pains,19794,tt1231287,2009-06-19,6,4,10000000,14663869.463869466,89,Comedy,PG-13,1.0,0.0,0.0,0,0.0,42647738.0,79498846,42647738.0,42721463.22222222,111152974.33333333,45569920.68333334,94126.0,Lara Shapiro,62700.0,Lati Grobman,49265|7002|51382,Lindsay Lohan|Luke Kirby|Chris Parnell,0,0.0,0.0,Grand Army Entertainment,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Underworld: Rise of the Lycans,12437,tt0834001,2009-01-22,1,3,35000000,51323543.12354313,92,Fantasy,PG-13,1.0,1.0,0.0,0,0.0,6752497.0,145166804,42264161.578947365,195658650.66666666,491586512.6666667,134217330.58055556,3964.0,Patrick Tatopoulos,3953.0,Gary Lucchesi,25702|2440|3968,Rhona Mitra|Bill Nighy|Michael Sheen,1,6.7,3.0,Screen Gems,2942,0.602976906533577,45802315,45802315,8028294,2942,1,7834114,2942,2,4966103,2942,2,1382106,2942,1,1229263,2942,1,1047617,2942,2,1096977,2942,1,2515226,2942,5,3568527,2942,7,1497519,2942,4,733053,2942,2,662234,2942,5,596957,2942,5,600549,2942,5,1141835,2042,11,1754536,2042,11,1186998,2042,11,335102,2042,9,320446,2042,9,282310,2042,9,300931,2042,9,548822,1224,14,1161331,1224,14,672780,1224,15,361409,1224,16,160371,1224,16,143432,1224,16,156486,1224,16
"I Love You, Man",16538,tt1155056,2009-03-20,3,4,41000000,60121864.80186481,105,Comedy,PG-13,1.0,0.0,178300000.0,178300000,178300000.0,98037046.33333333,176070171,104413551.66666667,106194899.05555557,272138783.3333333,79143116.61111112,17871.0,John Hamburg,58470.0,Donald De Line,22226|41088|80591,Paul Rudd|Jason Segel|Rashida Jones,0,0.0,0.0,The Montecito Picture Company,2711,0.27778227112783804,71440011,71440011,6298041,2711,2,6763051,2711,2,4749178,2711,2,1714334,2711,2,1770553,2711,2,1562683,2711,2,1548933,2711,2,3973918,2717,4,5255627,2717,4,3441988,2717,4,1096757,2717,3,1156408,2717,3,1027652,2717,3,1077967,2717,2,2730928,2829,5,3067436,2829,5,1924105,2829,4,715537,2829,4,851208,2829,3,809323,2829,3,1048802,2829,3,2251667,2643,7,2550789,2643,6,1478334,2643,6,698805,2643,7,647234,2643,6,541335,2643,6,534718,2643,5
He's Just Not That Into You,10184,tt1001508,2009-02-06,2,4,40000000,58655477.85547786,129,Comedy,PG-13,1.0,0.0,39949055.0,69307224,24249692.5,88768339.0,264105545,125950225.71428572,84840492.33333333,351641446.0,111440051.08838384,29009.0,Ken Kwapis,1588.0,Nancy Juvonen,417|15033|4491,Ginnifer Goodwin|Justin Long|Jennifer Aniston,0,0.0,0.0,Flower Films,3175,0.20738293160022714,93953653,93953653,10435339,3175,1,10920281,3175,1,6429867,3175,1,1847389,3175,1,2003417,3175,1,1816197,3175,1,2015978,3175,1,4997421,3175,2,9353298,3175,2,5167746,3175,3,2811024,3175,4,1319109,3175,2,1174386,3175,1,1251224,3175,1,2932849,3050,3,3747785,3050,5,1877591,3050,5,593201,3050,4,674115,3050,4,602488,3050,4,679211,3050,4,1924421,2858,5,2643705,2858,6,1443279,2858,7,464270,2858,4,517351,2858,4,488277,2858,4,496038,2858,4
The Soloist,17332,tt0821642,2009-04-24,4,4,60000000,87983216.78321679,109,Drama,PG-13,1.0,0.0,127810484.5,131016624,127810484.5,0.0,0,0.0,162998604.7777778,327604715.6666667,98496672.57539684,36588.0,Joe Wright,81696.0,Russ Krasnoff,3223|134|2229,Robert Downey Jr.|Jamie Foxx|Catherine Keener,0,0.0,0.0,DreamWorks Pictures,2024,0.2154859311901518,31720158,31720158,3204135,2024,4,3997883,2024,4,2514440,2024,5,676192,2024,3,776682,2024,3,673748,2024,3,665058,2024,3,1673825,2033,5,2423821,2033,6,1556912,2033,6,423232,2033,4,461269,2033,4,442317,2033,4,406233,2033,6,998485,2090,7,1566388,2090,6,1384557,2090,5,301694,2090,6,322690,2090,5,308433,2090,5,324359,2090,6,661632,2022,8,1089360,2022,8,651809,2022,8,246597,2022,9,233054,2022,6,213656,2022,6,197371,2022,7
Where the Wild Things Are,16523,tt0386117,2009-10-16,10,4,100000000,146638694.63869464,101,Fantasy,PG-13,1.0,1.0,32800000.0,32800000,32800000.0,0.0,0,0.0,25755474.333333332,111032296.66666667,30953869.1025641,5953.0,Spike Jonze,52693.0,John B. Carls,80576|2229|4691,Max Records|Catherine Keener|James Gandolfini,0,0.0,0.0,Warner Bros. Pictures,3735,0.1569983820663251,77233467,77233467,12077282,3735,1,12335551,3735,1,8282574,3735,1,1974279,3735,1,1757127,3735,3,1566443,3735,2,1546319,3735,2,4344010,3735,3,6130231,3735,2,3545165,3735,2,832457,3735,4,845364,3735,4,715018,3683,4,767142,3683,4,1948875,3645,5,1684455,3645,6,2298087,3645,3,578371,3645,5,713234,3645,4,508292,3645,5,593059,3645,5,1187850,2756,9,1867001,2756,9,1122398,2756,9,257076,2756,9,368132,2756,9,918150,2756,6,258331,2756,9
Crazy Heart,25196,tt1263670,2009-12-16,12,2,7000000,10264708.624708626,112,Drama,PG-13,1.0,0.0,0.0,0,0.0,0.0,0,0.0,221329199.44444445,584615129.0,140507208.55833334,65167.0,Scott Cooper,65167.0,Scott Cooper,1229|1579|3087,Jeff Bridges|Maggie Gyllenhaal|Robert Duvall,0,0.0,0.0,Fox Searchlight Pictures,4,0.4489166989257718,39458875,39458875,12657,4,28,12675,4,27,24806,4,29,32424,4,31,25434,4,30,11156,4,36,12991,4,36,13493,4,36,18942,4,27,54083,12,24,57330,12,27,48437,12,26,35852,12,27,35780,12,29,40721,12,27,44419,12,23,83294,12,25,88261,12,26,49433,12,24,19923,12,23,20591,12,23,22425,12,22,19494,12,21,121015,33,18,199978,33,17,141133,33,18,42932,33,17,44375,33,17
Prison Break: The Final Break,176241,tt1131748,2009-09-10,9,3,0,0.0,89,Action,PG-13,1.0,2.0,0.0,0,0.0,0.0,0,0.0,40332626.0,215793920.66666666,81709506.02777778,25882.0,Brad Turner,1223960.0,Michael Klick,3972|86468|10862,Wentworth Miller|Sarah Wayne Callies|Dominic Purcell,0,0.0,0.0,Adelstein/Parouse Productions,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Brown,25941,tt1289406,2009-11-11,11,2,7300000,10704624.70862471,103,Thriller,PG-13,1.0,0.0,0.0,0,0.0,0.0,0,0.0,156944065.8888889,460592045.6666667,131435951.68492062,94918.0,Daniel Barber,94919.0,Keith Bell,3895|1246|20508,Michael Caine|Emily Mortimer|Iain Glen,0,0.0,0.0,Marv,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dug's Special Mission,24589,tt1537759,2009-11-10,11,1,0,0.0,5,Animation,PG-13,1.0,0.0,0.0,0,0.0,0.0,0,0.0,454138746.88888884,803514481.3333334,426633335.06666666,1236458.0,Ronnie del Carmen,7899.0,Galyn Susman,10|18792|7960,Bob Peterson|Delroy Lindo|Jerome Ranft,0,0.0,0.0,Pixar,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fame,28665,tt1016075,2009-09-23,9,2,18000000,26394965.03496504,107,Music,PG-13,1.0,0.0,0.0,0,0.0,78042257.0,164200000,52092148.375,116086426.5,207583849.0,116086426.5,101518.0,Kevin Tancharoen,46088.0,Mark Canton,38703|101522|101519,Kay Panabaker|Walter Perez|Naturi Naughton,0,0.0,0.0,Lakeshore Entertainment,3096,1.818926296633303,22455510,22455510,3539749,3096,3,4104884,3096,3,2367049,3096,3,629334,3096,3,472061,3096,4,386236,3096,5,380923,3096,4,1450137,3133,8,2128099,3133,6,1048716,3133,8,233607,3133,9,276494,3133,9,223804,3133,10,244669,3133,9,763160,3110,10,1101949,3110,10,677958,3110,10,385787,3110,10,159836,3110,11,150261,3110,11,167246,3110,11,275562,1555,14,411718,1555,14,216610,1555,14,52745,1555,15,47654,1555,15,45353,1555,16,52091,1555,16
Looking for Eric,18898,tt1242545,2009-05-27,5,2,0,0.0,116,Drama,PG-13,1.0,0.0,12066105.0,22900000,12066105.0,14311958.5,22900000,14311958.5,13863940.333333334,27383547.333333332,13863940.333333334,15488.0,Ken Loach,47059.0,Gerardo Herrero,37758|83814|83815,Éric Cantona|Steve Evets|Stephanie Bishop,0,0.0,0.0,Canto Bros. Production,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State of Play,16995,tt0473705,2009-04-17,4,4,60000000,87983216.78321679,127,Thriller,PG-13,1.0,0.0,31242901.0,48600000,31242901.0,117760134.0,117760134,117760134.0,95497097.88888888,275897085.6666667,118467092.51984127,17350.0,Kevin Macdonald,54250.0,Kwame Parker,934|880|53714,Russell Crowe|Ben Affleck|Rachel McAdams,0,0.0,0.0,Andell Entertainment,2803,0.22182017200993795,37017955,37017955,4583125,2803,2,5900315,2803,2,3587840,2803,4,1107975,2803,2,1205290,2803,2,966775,2803,3,881685,2803,3,2077180,2807,6,3087505,2807,7,1684200,2807,8,490995,2807,6,603505,2807,6,547365,2807,5,504445,2807,5,1075680,2445,10,1662595,2445,9,977705,2445,10,268950,2445,9,305625,2445,7,292985,2445,7,256725,2445,8,515985,1541,12,862960,1541,11,539350,1541,11,138690,1541,11,161275,1541,11,154335,1541,11,169510,1541,10
The Young Victoria,18320,tt0962736,2009-03-04,3,2,35000000,51323543.12354313,105,Drama,PG-13,1.0,0.0,3692417.0,3692417,3692417.0,173652749.66666666,291465000,111495287.5,104799146.33333333,403772468.3333333,115001582.57777779,69371.0,Jean-Marc Vallée,1032.0,Martin Scorsese,5081|36669|6162,Emily Blunt|Rupert Friend|Paul Bettany,0,0.0,0.0,GK Films,163,4.285374334456155,9617660,9617660,45864,20,23,61088,20,24,30098,20,23,32442,20,22,29490,20,23,165482,163,18,253410,163,18,148674,163,17,156065,163,17,164464,163,17,313109,165,16,357579,165,16,78010,165,15,96752,165,13,91883,165,13,301544,476,15,516979,476,15,362072,476,15,120444,476,14,151095,476,13,149245,476,13,145360,476,14,253070,418,14,399470,418,14,297871,418,14,203565,418,16,108508,418,14,102848,418,14
Night at the Museum: Battle of the Smithsonian,18360,tt1078912,2009-05-20,5,2,150000000,219958041.958042,105,Adventure,PG-13,1.0,0.0,307848103.6666667,574480841,215615852.0,265454524.66666666,574480841,164650968.125,147204449.22222224,510165169.0,212912113.66666666,17825.0,Shawn Levy,17828.0,Michael Barnathan,7399|9273|887,Ben Stiller|Amy Adams|Owen Wilson,1,6.5,2.4,21 Laps Entertainment,4096,0.8247194682391593,177211996,177211996,15568708,4096,1,20086972,4096,1,18517606,4096,1,15878718,4096,1,3608731,4096,2,3067892,4096,1,3067773,4096,1,7313965,4101,2,10417593,4101,2,6622310,4101,2,1901291,4101,2,2205675,4101,2,2153473,4101,2,2280493,4101,2,4619866,3807,4,6162560,3807,4,3852562,3807,4,1458230,3807,4,1623467,3807,4,1616869,3807,4,1822051,3807,3,2963741,3365,4,4112204,3365,4,2540962,3365,4,1132388,3365,5,1326368,3365,4,1327111,3365,4,1402980,3365,4
The Pink Panther 2,15159,tt0838232,2009-02-06,2,4,70000000,102647086.24708626,92,Comedy,PG-13,1.0,1.0,36147907.0,58795814,36147907.0,100062444.33333333,190212113,73338598.64705883,147837586.0,370684444.6666667,91278310.22500001,21981.0,Harald Zwart,29015.0,Robert Simonds,67773|1003|1246,Steve Martin|Jean Reno|Emily Mortimer,1,5.7,3.0,Metro-Goldwyn-Mayer,3243,0.11215189654949237,35922978,35922978,3370287,3243,5,5229579,3243,4,2988284,3243,4,489849,3243,7,438338,3243,8,353504,3243,8,451153,3243,8,1883482,3245,8,4050570,3245,8,2579424,3245,8,2254248,3245,7,612054,3245,9,475113,3245,9,497721,3245,9,1025520,2658,11,1696842,2658,12,1079930,2658,10,171369,2658,14,187742,2658,14,152833,2658,14,177681,2658,14,571069,1879,16,1126687,1879,15,744840,1879,14,203562,1879,15,185947,1879,15,154493,1879,16,146722,1879,16
Aliens in the Attic,20856,tt0775552,2009-07-30,7,3,45000000,65987412.587412596,86,Adventure,PG-13,1.0,0.0,32697803.0,62300000,32697803.0,181519211.0,340487652,123070304.6,80714064.11111112,132503902.0,80714064.11111112,79656.0,John Schultz,42906.0,Barry Josephson,86653|86654|67600,Carter Jenkins|Austin Butler|Ashley French,0,0.0,0.0,Regency Enterprises,3106,0.7509969695706734,25168704,25168704,2896998,3106,5,2823890,3106,5,2287535,3106,5,1030939,3106,6,1185169,3106,5,1040371,3106,5,1027991,3106,5,1329634,3108,8,1513481,3108,8,1178363,3108,8,638516,3108,9,768518,3108,8,692217,3108,7,705248,3108,7,431279,1535,17,587683,1535,17,430897,1535,16,233345,1535,15,242112,1535,15,229300,1535,15,221121,1535,15,225717,830,21,331043,830,20,195979,830,22,54818,830,22,57572,830,22,55359,830,23,51844,830,23
This Is It,13576,tt1477715,2009-10-28,10,2,60000000,87983216.78321679,111,Music,PG-13,1.0,0.0,102464143.0,252909177,102464143.0,165000000.0,165000000,165000000.0,34154714.333333336,84303059.0,34154714.333333336,65310.0,Kenny Ortega,967936.0,Paul Gongaware,82702|90778|65310,Michael Jackson|Orianthi|Kenny Ortega,0,0.0,0.0,Columbia Pictures,3481,0.5273681443983432,72091016,72091016,7445661,3481,1,3762871,3481,1,7831726,3481,1,7075741,3481,1,8326927,3481,1,2455100,3481,1,2673807,3481,1,2114248,3481,1,2169261,3481,1,4028620,3481,4,5676871,3481,2,3452453,3481,2,977357,3481,2,1357554,3481,2,1978878,3481,2,784301,3481,3,1529754,3037,6,2226443,3037,5,1322723,3037,4,355940,3037,5,394005,3037,5,357761,3037,5,343126,3037,6,437512,1640,12,708650,1640,11,471255,1640,8,193981,1640,8,249875,1640,8
The Thaw,23410,tt1235448,2009-08-30,8,6,0,0.0,94,Horror,PG-13,1.0,0.0,0.0,0,0.0,0.0,0,0.0,62587283.72222223,117119183.33333333,62587283.72222223,90108.0,Mark A. Lewis,64755.0,Trent Carlson,5576|54692|90130,Val Kilmer|Martha MacIsaac|Aaron Ashmore,0,0.0,0.0,Brightlight Pictures,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julie & Julia,24803,tt1135503,2009-08-06,8,3,40000000,58655477.85547786,123,Romance,PG-13,1.0,0.0,167308723.0,250800000,182431513.25,66234890.333333336,347234916,65585055.2631579,146396907.7777778,449884640.6666667,125373899.50427349,9248.0,Nora Ephron,10685.0,Laurence Mark,5064|9273|2283,Meryl Streep|Amy Adams|Stanley Tucci,0,0.0,0.0,Columbia Pictures,2354,0.6897760676384564,93570303,93570303,6492315,2354,2,7536561,2354,2,5999080,2354,2,2760887,2354,2,3074329,2354,2,2731249,2354,2,2690047,2354,2,3649289,2354,4,4851323,2354,4,3555306,2354,4,1630146,2354,4,1901060,2354,4,1733388,2354,4,1683311,2354,4,2617627,2463,5,3678032,2463,5,2505015,2463,4,1018040,2463,5,1217785,2463,3,1158762,2463,3,1108836,2463,3,2084672,2503,7,3109570,2503,6,1841433,2503,6,718061,2503,5,823058,2503,5,727600,2503,5,743612,2503,4
The New Daughter,37534,tt0951335,2009-12-18,12,4,0,0.0,108,Horror,PG-13,1.0,0.0,0.0,0,0.0,51432776.666666664,91196419,47534426.25,80421473.55555555,116692202.0,79273642.22222222,586103.0,Luiso Berdejo,16854.0,Paul Brooks,1269|16970|117885,Kevin Costner|Ivana Baquero|Gattlin Griffith,0,0.0,0.0,New Daughter Productions,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
