title,tmdb_id,imdb_id,release_date,release_month,release_day_of_week,production_budget_raw,production_budget_adj,runtime,primary_genre,mpaa_rating,format_premium,spoiler_risk,dir_last3,dir_max,dir_lifetime,prod_last3,prod_max,prod_lifetime,cast_last3,cast_max,cast_lifetime,director_id,director_name,producer_id,producer_name,cast_ids,cast_names,is_sequel,sequel_parent_rating,franchise_hunger,distributor_raw,opening_theaters,calendar_ratio,target_dom_lifetime,bom_dom_lifetime,rev_day_1,theaters_day_1,rank_day_1,rev_day_2,theaters_day_2,rank_day_2,rev_day_3,theaters_day_3,rank_day_3,rev_day_4,theaters_day_4,rank_day_4,rev_day_5,theaters_day_5,rank_day_5,rev_day_6,theaters_day_6,rank_day_6,rev_day_7,theaters_day_7,rank_day_7,rev_day_8,theaters_day_8,rank_day_8,rev_day_9,theaters_day_9,rank_day_9,rev_day_10,theaters_day_10,rank_day_10,rev_day_11,theaters_day_11,rank_day_11,rev_day_12,theaters_day_12,rank_day_12,rev_day_13,theaters_day_13,rank_day_13,rev_day_14,theaters_day_14,rank_day_14,rev_day_15,theaters_day_15,rank_day_15,rev_day_16,theaters_day_16,rank_day_16,rev_day_17,theaters_day_17,rank_day_17,rev_day_18,theaters_day_18,rank_day_18,rev_day_19,theaters_day_19,rank_day_19,rev_day_20,theaters_day_20,rank_day_20,rev_day_21,theaters_day_21,rank_day_21,rev_day_22,theaters_day_22,rank_day_22,rev_day_23,theaters_day_23,rank_day_23,rev_day_24,theaters_day_24,rank_day_24,rev_day_25,theaters_day_25,rank_day_25,rev_day_26,theaters_day_26,rank_day_26,rev_day_27,theaters_day_27,rank_day_27,rev_day_28,theaters_day_28,rank_day_28
I Spy,8427,tt0297181,2002-10-31,10,3,70000000,122389105.05836576,97,Action,PG-13,1.0,2.0,132632981.66666667,294500000,111118770.25,132632981.66666667,294500000,111118770.25,98544528.55555557,464873929.3333333,120609157.36688311,31024.0,Betty Thomas,31024.0,Betty Thomas,776|887|10696,Eddie Murphy|Owen Wilson|Famke Janssen,0,0.0,0.0,Columbia Pictures,3182,0.5011766271914522,33080764,33080764,4107615,3182,4,5572742,3182,3,3072446,3182,3,752861,3182,4,896962,3182,4,627102,3182,4,648431,3182,4,2673045,3182,4,3764181,3182,4,2372574,3182,4,1211423,3182,4,452767,3182,5,389599,3182,5,386420,3182,5,1202284,2611,8,1747901,2611,8,855816,2611,9,202447,2611,9,242114,2611,9,209748,2611,9,213150,2611,9,339378,1535,12,480174,1535,13,223549,1535,13,72805,1535,14,101297,1535,14,26758,260,18,43358,260,17
Dog Soldiers,11880,tt0280609,2002-05-10,5,4,2000000,3496831.5730961645,105,Horror,PG-13,1.0,1.0,0.0,0,0.0,0.0,0,0.0,15025041.333333334,32893941.0,15025041.333333334,57581.0,Neil Marshall,70816.0,David E. Allen,28848|9013|70815,Sean Pertwee|Kevin McKidd|Emma Cleasby,0,0.0,0.0,The Victor Film Company,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
About Schmidt,2755,tt0257360,2002-12-12,12,3,30000000,52452473.59644247,125,Drama,PG-13,1.0,0.0,14902041.0,14902041,14902041.0,4584370.5,7435671,4584370.5,63927643.22222222,1050731984.0,183157044.125,13235.0,Alexander Payne,35509.0,Harry Gittes,514|8534|15250,Jack Nicholson|Kathy Bates|Hope Davis,0,0.0,0.0,Avery Pix,816,9.157342657342657,62103774,62103774,205000,34,19,220000,35,19,295000,35,21,200000,35,19,2500000,816,5,3800000,816,4,2225000,816,4,760000,816,4,845000,816,4,790000,816,4,770000,816,4,1850000,865,5,2900000,865,5,1650000,865,5,495000,865,5,635000,865,5,580000,865,5,560000,865,5,1515000,946,8,2645000,946,8,1510000,946,8,1153581,946,7,610000,946,6,520000,946,5,540000,946,7,1640000,1236,9,2835000,1236,9,905000,1236,10
Analyze That,9932,tt0289848,2002-12-06,12,4,60000000,104904947.19288494,96,Comedy,PG-13,1.0,0.0,96114626.66666667,176885658,67575083.71428572,179109905.66666666,330444045,85025605.9,164063051.66666666,362343234.3333333,84472327.7845238,1524.0,Harold Ramis,3305.0,Jane Rosenthal,380|7904|14406,Robert De Niro|Billy Crystal|Lisa Kudrow,1,6.7,3.8,Face Productions,2635,0.22279374941433272,32130627,32130627,3764348,2635,2,4780439,2635,2,2489635,2635,3,808212,2635,2,913964,2635,2,802219,2635,2,753472,2635,2,1594457,2635,6,2502081,2635,7,1370933,2635,7,448722,2635,6,502852,2635,6,434323,2635,6,417254,2635,8,650490,2011,12,979806,2011,12,755075,2011,12,417220,2011,13,364004,2011,12,511203,1611,12,533249,1611,13,672583,1611,14,807220,1611,12,588593,1611,13,404359,1611,15,472994,1611,14,607474,1611,14,318158,1611,16
Showtime,5851,tt0284490,2002-03-14,3,3,85000000,148615341.856587,95,Action,PG-13,1.0,1.0,99274467.0,99274467,99274467.0,39471539.5,45479110,39471539.5,184742941.66666666,380267920.0,108318313.6037037,46076.0,Tom Dey,46077.0,Jorge Saralegui,380|776|14343,Robert De Niro|Eddie Murphy|Rene Russo,0,0.0,0.0,Material,2917,0.5358097505983759,37954898,37954898,5080949,2917,3,6406148,2917,3,3524333,2917,3,952728,2917,3,994467,2917,3,856592,2917,3,843098,2917,3,2578202,2917,4,3757312,2917,4,1809932,2917,4,633054,2917,4,727618,2917,4,711133,2917,4,891581,2917,4,1294598,2321,9,1298175,2321,10,940211,2321,10,409581,2321,10,360412,2321,10,362432,2321,9,334476,2321,9,489598,1423,12,686980,1423,13,364904,1423,14,91494,1423,15,106302,1423,15,97343,1423,15,96076,1423,15
Life or Something Like It,16643,tt0282687,2002-04-24,4,2,40000000,69936631.46192329,103,Comedy,PG-13,1.0,0.0,117364386.0,320689294,77768756.1111111,0.0,0,0.0,131554445.44444443,448644929.3333333,95511310.76931216,18356.0,Stephen Herek,72076.0,Chi-Li Wong,11701|12833|4252,Angelina Jolie|Edward Burns|Tony Shalhoub,0,0.0,0.0,Regency Enterprises,2606,1.8006568442476367,14443273,14443273,2195844,2606,4,2563920,2606,4,1459470,2606,7,391339,2606,4,425073,2606,4,368875,2606,4,335471,2606,4,1220056,2609,4,1343020,2609,6,619179,2607,8,200580,2607,6,244572,2607,5,212401,2607,5,212475,2607,5,433881,1866,8,571773,1886,10,404456,1866,10,127844,1866,9,137410,1866,9,118135,1866,9,53179,1866,13,136803,649,13,174213,649,14,99428,651,14,42756,651,14,44279,651,14,43014,651,14,49326,651,13
Antwone Fisher,13435,tt0168786,2002-12-19,12,3,12500000,21855197.331851028,120,Drama,PG-13,1.0,0.0,114614923.33333333,206678440,91299248.76470588,49166147.333333336,117487473,49166147.333333336,38204974.44444444,68892813.33333333,30433082.92156863,5292.0,Denzel Washington,51612.0,Todd Black,5292|15543|77078,Denzel Washington|Derek Luke|Malcolm David Kelley,0,0.0,0.0,Mundy Lane Entertainment,191,1.9553075285815642,21071602,21071602,8605,3,23,60220,15,20,82961,15,20,66832,15,21,35699,15,21,40135,15,17,463081,191,14,442429,191,14,586206,191,15,694695,191,15,520483,191,15,335492,191,16,334499,191,16,678649,192,13,312775,192,17,426256,192,13,677052,192,14,352497,192,14,130518,192,15,132502,192,15,132627,192,15,137609,192,15,1177310,1007,9,1676252,1007,9,929560,1007,10,282079,1007,11,276834,1007,11,265534,1002,11
The Master of Disguise,13908,tt0295427,2002-08-02,8,4,16000000,27974652.584769316,80,Comedy,PG-13,1.0,0.0,0.0,0,0.0,63951832.333333336,92938755,63951832.333333336,54608999.22222222,366839435.3333333,88057293.67592593,20824.0,Perry Andelin Blake,11772.0,Barry Bernardi,56159|1213786|18285,Dana Carvey|Brent Spiner|Jennifer Esposito,0,0.0,0.0,Revolution Studios,2565,0.3644022732613016,40295010,40295010,4683434,2565,3,4459482,2565,3,3411734,2565,3,1969540,2565,3,1658911,2565,3,1304210,2565,4,1167263,2565,4,1685521,2568,6,1940903,2568,6,1481216,2568,6,808067,2568,6,924685,2568,5,852104,2568,5,777437,2568,5,1002808,2137,9,1267841,2137,9,893260,2137,9,451139,2137,8,482910,2137,8,404065,2137,8,447272,2137,8,632253,1737,12,907496,1737,12,581265,1737,12,194978,1737,12,200019,1737,12,214691,1737,12,236917,1737,12
Ballistic: Ecks vs. Sever,10550,tt0308208,2002-09-20,9,4,70000000,122389105.05836576,91,Action,PG-13,1.0,1.0,0.0,0,0.0,0.0,0,0.0,95072196.55555557,228504881.33333334,84143198.80833334,65615.0,Wych Kaosayananda,65615.0,Wych Kaosayananda,3131|140|2518,Antonio Banderas|Lucy Liu|Gregg Henry,0,0.0,0.0,Franchise Pictures,2705,0.19689485332946105,14263451,14263451,2415371,2705,4,2764834,2705,5,1830269,2705,4,511221,2705,5,522371,2705,5,419489,2705,5,387354,2705,5,806838,2705,8,1160247,2705,8,771226,2705,7,224280,2705,7,251368,2705,8,220412,2705,8,207222,2705,8,287338,1507,12,432732,1507,12,289268,1507,12,83447,1507,12,94332,1507,12,81441,1507,12,85382,1507,12,45244,265,24,64239,265,24,50871,265,24,22252,265,22,16499,265,21,13163,265,23,13363,265,22
Serving Sara,12771,tt0261289,2002-08-23,8,4,29000000,50704057.80989438,100,Comedy,PG-13,1.0,0.0,57046024.0,131052444,57046024.0,41932136.333333336,100230832,33119626.75,80710345.77777778,165430249.66666666,49891397.05555555,68215.0,Reginald Hudlin,5379.0,Dan Halsted,14408|13918|47774,Matthew Perry|Elizabeth Hurley|Vincent Pastore,0,0.0,0.0,Mandalay Pictures,2154,0.23515743363071606,16930185,16930185,2042344,2154,6,2276895,2154,7,1438997,2154,7,495204,2154,7,508362,2154,7,429464,2154,7,372426,2154,7,984736,2174,8,1219024,2174,8,1218191,2174,8,963748,2174,8,241828,2174,8,199194,2174,9,190307,2174,9,532682,2063,11,783979,2063,11,420428,2063,11,122076,2063,11,162466,2063,10,154720,2063,11,147928,2063,10,296905,1908,15,435442,1908,14,237063,1908,15,76439,1908,15,84531,1908,13,79224,1908,12,78247,1908,13
Narc,11022,tt0272207,2002-01-14,1,0,6500000,11364702.612562535,105,Crime,PG-13,1.0,0.0,0.0,0,0.0,0.0,0,0.0,140914295.8888889,251497422.66666666,71370483.72222222,40223.0,Joe Carnahan,60026.0,Michelle Grace,12261|11477|8687,Jason Patric|Ray Liotta|Chi McBride,0,0.0,0.0,Splendid Film,6,1.1665758477595676,10465659,10465659,17880,6,28,25981,6,28,19442,6,28,10913,6,27,13285,6,25,18577,6,26,15852,6,28,18916,6,31,22688,6,31,22071,6,31,13861,6,32,9313,6,34,26459,6,35,13337,6,36,20195,6,29,27707,6,30,18691,6,30,8701,6,32,8094,6,32,10006,6,32,7928,6,32,932861,822,10,1126820,822,13,766126,822,13,304201,822,10,314479,822,10,269365,822,10,260835,822,11
The Good Girl,9962,tt0279113,2002-08-07,8,2,8000000,13987326.292384658,93,Drama,PG-13,1.0,0.0,1182065.0,1182065,1182065.0,1182065.0,1182065,1182065.0,17689829.111111112,91106692.66666667,29013601.425925925,61069.0,Miguel Arteta,61071.0,Matthew Greenfield,4491|11664|131,Jennifer Aniston|Zooey Deschanel|Jake Gyllenhaal,0,0.0,0.0,Hungry Eye Lowland Pictures,4,0.5728096437662389,14018096,14018096,29127,4,22,27670,4,22,44569,4,23,56904,4,23,50169,4,23,29433,4,22,29586,4,22,28093,4,22,24480,4,23,244568,60,15,335724,60,15,260368,60,14,111349,60,13,109977,60,14,119823,61,13,117579,61,13,449389,188,13,631824,188,13,381749,188,14,162009,188,13,166441,188,13,170819,189,13,158078,189,14,787258,667,9,1052585,667,9,1079607,667,9,885368,667,9,222932,667,9
The Scorpion King,9334,tt0277296,2002-04-18,4,3,60000000,104904947.19288494,92,Action,PG-13,1.0,0.0,211440659.66666666,351583407,137472628.8,175492016.0,443280904,126859471.63636364,222123732.7777778,332360156.6666667,197287339.0,26713.0,Chuck Russell,7780.0,James Jacks,18918|57340|61981,Dwayne Johnson|Steven Brand|Michael Clarke Duncan,1,0.0,0.0,Universal Pictures,3444,0.5149824955593383,90450350,90450350,12553380,3444,1,14275355,3444,1,9247140,3444,1,2135280,3444,1,1912225,3444,1,1619555,3444,1,1532580,3444,1,5035540,3449,1,7846475,3449,1,5156255,3449,1,1036125,3449,1,1052125,3449,1,930885,3449,1,879495,3449,1,2946500,3465,2,3933910,3465,2,2166250,3466,2,450225,3466,2,466450,3466,2,415920,3466,2,417550,3466,2,1287600,3219,4,2140635,3219,4,1496835,3219,4,387125,3219,4,386445,3219,4,336475,3219,4,234770,3219,5
Jackass: The Movie,9012,tt0322802,2002-10-25,10,4,5000000,8742078.93274041,85,Action,PG-13,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,56578.0,Jeff Tremaine,9656.0,Johnny Knoxville,9656|56584|56585,Johnny Knoxville|Bam Margera|Steve-O,1,0.0,0.0,Lynch Siderow Productions,2509,0.21839918110784415,64255312,64255312,9715712,2509,1,7810579,2509,1,5237146,2509,1,2147916,2509,1,1927331,2509,1,1510166,2509,1,1043275,2509,3,4236108,2530,3,5403793,2530,4,3062831,2530,4,1051370,2530,3,1102125,2530,3,902024,2530,3,942076,2530,3,2396781,2532,5,2864518,2532,5,1844895,2532,5,832575,2532,5,519962,2532,4,452237,2532,4,472131,2532,4,1220804,2413,7,1753596,2413,7,900919,2413,8,273751,2413,7,309145,2413,7,254418,2413,8,254323,2413,7
Ghost Ship,9645,tt0288477,2002-10-25,10,4,35000000,61194552.52918288,91,Horror,PG-13,1.0,0.0,68467960.0,68467960,68467960.0,297390940.6666667,677387716,282207767.45454544,115286518.77777779,239852894.33333334,80584298.68888889,57521.0,Steve Beck,24.0,Robert Zemeckis,5168|25654|6365,Gabriel Byrne|Julianna Margulies|Desmond Harrington,0,0.0,0.0,Village Roadshow Pictures,2787,0.20809045272872256,30089931,30089931,4088137,2787,3,4586268,2787,3,2829018,2787,3,743854,2787,3,748123,2787,3,647413,2787,3,1052280,2787,2,1997178,2787,5,2959248,2787,5,1698043,2787,5,452190,2787,5,483260,2787,6,369325,2787,6,359275,2787,6,947409,2361,8,1307778,2361,8,902220,2361,9,386443,2361,9,207251,2361,10,189227,2361,10,179397,2361,10,336205,1175,14,507226,1175,14,274061,1175,13,73169,1175,14,80453,1175,14,77290,1175,14,82001,1175,14
Cube 2: Hypercube,437,tt0285492,2002-04-15,4,0,0,0.0,94,Thriller,PG-13,1.0,0.0,0.0,0,0.0,0.0,0,0.0,9900000.0,9900000.0,9900000.0,3115.0,Andrzej Sekula,5917.0,Ernie Barbarash,5937|5938|5939,Kari Matchett|Geraint Wyn Davies|Grace Lynn Kung,1,7.1,3.8,Lions Gate Films,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Big Fat Greek Wedding,8346,tt0259446,2002-04-19,4,4,5000000,8742078.93274041,95,Comedy,PG-13,1.0,0.0,34326081.0,34326081,34326081.0,429632142.0,429632142,429632142.0,26932068.666666668,59955111.333333336,29148126.266666666,54644.0,Joel Zwick,31.0,Tom Hanks,54645|38405|53647,Nia Vardalos|John Corbett|Lainie Kazan,1,0.0,0.0,Gold Circle Films,275,0.5347608453837597,191923473,191923473,103000,247,9,288000,275,10,508000,275,10,340000,275,11,94000,275,11,104000,275,10,103000,275,10,82000,275,10,290000,260,11,487000,260,11,470000,260,11,332000,260,10,843656,657,10,1239504,657,8,919081,657,9,422826,657,9,417973,657,9,448371,657,9,468518,657,9,873695,723,9,1289438,723,8,970183,723,8,470000,723,8,520000,723,9,540000,723,9,523000,723,9,1589517,1064,6,2405531,1064,6
When in Rome,39227,tt0324532,2002-11-26,11,1,0,0.0,94,Adventure,PG-13,1.0,0.0,0.0,0,0.0,0.0,0,0.0,7877705.333333333,15348133.333333334,7877705.333333333,1216479.0,Steve Purcell,1314122.0,Neil Steinberg,67848|67849|166956,Ashley Olsen|Mary-Kate Olsen|Leslie Danon,0,0.0,0.0,Dualstar Productions,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orange County,11857,tt0273923,2002-01-11,1,4,18000000,31471484.15786548,82,Comedy,PG-13,1.0,0.0,1980338.0,1980338,1980338.0,49458728.0,309492681,79096864.38095239,35763001.61111111,115899994.33333333,42954473.02136752,51851.0,Jake Kasdan,2997.0,Scott Rudin,3492|70851|70852,Colin Hanks|Jack Black|Schuyler Fisk,0,0.0,0.0,MTV Films,2317,0.13661833607699125,35707850,35707850,5693000,2317,1,6224000,2317,3,3877000,2317,3,812000,2317,3,743000,2317,3,637000,2317,3,685000,2317,3,2868000,2317,5,3235000,2317,5,2820000,2317,5,1605724,2317,5,412000,2317,6,358000,2317,6,398000,2317,5,1489000,2317,10,2012000,2317,10,917000,2317,10,238000,2317,10,215000,2317,13,202000,2317,13,218000,2317,12,49126,684,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frida,1360,tt0120679,2002-08-29,8,3,12000000,20980989.43857699,123,Drama,PG-13,1.0,0.0,2259680.0,2259680,2259680.0,5688759.666666667,9206279,5470224.5,50856989.44444445,125345362.33333333,42659644.53333333,16391.0,Julie Taymor,16398.0,Sarah Green,3136|658|6859,Salma Hayek Pinault|Alfred Molina|Mía Maestro,0,0.0,0.0,Miramax,319,0.4621212121212121,10720000,10720000,715000,319,11,1125000,319,9,920000,319,8,430000,319,8,260000,319,7,265000,319,7,285000,319,7,800000,519,9,1200000,519,9,915000,519,7,245000,519,8,275000,519,8,255000,519,7,250000,519,8,625000,794,10,1000000,794,10,745000,794,9,200000,794,10,210000,794,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Changing Lanes,1537,tt0264472,2002-04-07,4,6,45000000,78678710.3946637,98,Thriller,PG-13,1.0,0.0,184579717.5,363889678,184579717.5,43631734.333333336,309492681,78429291.57142857,185904486.44444445,716972374.6666666,145537886.5462963,7017.0,Roger Michell,2997.0,Scott Rudin,880|2231|3051,Ben Affleck|Samuel L. Jackson|Toni Collette,0,0.0,0.0,Paramount Pictures,2613,1.4056910030475687,64678000,64678000,5453000,2613,1,7584000,2613,1,4091000,2613,2,1228000,2613,1,1242000,2613,1,1079000,2613,1,1015000,2613,1,3197000,2642,2,5085000,2642,2,2786000,2642,2,761000,2642,2,746000,2642,2,662000,2642,2,635000,2642,2,2559000,2642,3,4093000,2642,2,2356000,2642,2,561000,2642,2,588000,2642,2,533000,2642,2,490000,2642,2,1699000,2642,3,2489000,2642,3,1150000,2642,3,342000,2642,3,370000,2642,3,353000,2642,3,342000,2642,3
We Were Soldiers,10590,tt0277434,2002-03-01,3,4,75000000,131131183.99110617,138,Action,PG-13,1.0,0.0,183000000.0,183000000,183000000.0,184742040.33333334,374100000,113765936.7,117406319.44444443,285706490.0,107491823.71111111,2460.0,Randall Wallace,2487.0,Bruce Davey,2461|289|17141,Mel Gibson|Madeleine Stowe|Greg Kinnear,0,0.0,0.0,Wheelhouse Entertainment,3143,0.2275009895111815,69043000,69043000,6123000,3143,1,8688000,3143,1,5401000,3143,1,1660000,3143,1,1642000,3143,1,1413000,3143,1,1416000,3143,1,3848000,3143,2,6689000,3143,2,3672000,3143,2,1105000,3143,2,1208000,3143,2,1018000,3143,2,954000,3143,2,2496000,3143,5,2987000,3143,5,2095000,3143,5,673000,3143,5,702000,3143,5,606000,3143,5,603000,3143,5,1680000,2859,6,2770000,2859,6,1328000,2859,7,517000,2859,7,584000,2859,6,536000,2859,6,603000,2859,8
40 Days and 40 Nights,2752,tt0243736,2002-03-01,3,4,17000000,29723068.371317398,94,Comedy,PG-13,1.0,0.0,10318630.333333334,17218080,8030524.5,130380896.66666667,281929795,85933694.5,132513500.11111112,228820898.66666666,94316272.75,7145.0,Michael Lehmann,2236.0,Tim Bevan,2299|27855|57133,Josh Hartnett|Shannyn Sossamon|Paulo Costanzo,0,0.0,0.0,Miramax,2225,0.21549468520032708,34124000,34124000,4403000,2225,2,4770000,2225,2,3057000,2225,2,891000,2225,2,1027000,2225,2,811000,2225,2,785000,2225,2,2393000,2399,4,2922000,2399,4,1718000,2399,4,627000,2399,4,793000,2399,3,626000,2399,3,623000,2399,3,1545000,2312,6,1862000,2312,7,951000,2312,7,378000,2312,7,455000,2312,6,380000,2312,6,388000,2312,6,917000,1831,10,1202000,1831,10,600000,1831,12,0,0,0,0,0,0,0,0,0,0,0,0
The Adventures of Pluto Nash,11692,tt0180052,2002-08-16,8,4,100000000,174841578.65480822,95,Action,PG-13,1.0,0.0,73563763.33333333,179033791,67315822.5,67334261.66666667,151493655,44935016.307692304,145854793.0,583721455.6666666,119514177.11746031,33485.0,Ron Underwood,1151.0,Martin Bregman,776|1811|5916,Eddie Murphy|Randy Quaid|Rosario Dawson,0,0.0,0.0,Village Roadshow Pictures,2320,0.34246919235878875,4420079,4420079,727870,2320,10,824834,2320,10,630196,2320,10,268539,2320,11,264917,2320,11,231522,2320,11,231790,2320,11,191895,2320,17,264705,2320,17,180304,2320,17,71052,2320,17,91114,2320,16,82293,2320,16,68947,2320,16,24813,325,28,38077,325,28,39937,325,28,28970,325,28,8494,325,26,6260,325,23,5376,325,23,6350,50,29,8313,50,29,3889,50,29,1006,50,28,1789,50,28,1623,50,28,1181,50,28
Crossroads,17130,tt0275022,2002-02-15,2,4,12000000,20980989.43857699,93,Drama,PG-13,1.0,0.0,20634177.333333332,26488734,20634177.333333332,0.0,0,0.0,13359768.666666666,14443041.0,13359768.666666666,57691.0,Tamra Davis,1899352.0,Ann Carli,111946|8691|343,Britney Spears|Zoe Saldaña|Taryn Manning,0,0.0,0.0,Paramount Pictures,2380,0.23945269153989127,34330039,34330039,5217000,2380,2,5321000,2380,2,3989000,2380,3,2487039,2380,4,814000,2380,3,668000,2380,3,669000,2380,3,2278000,2381,4,3129000,2381,5,1603000,2381,6,252000,2381,10,264000,2381,11,216000,2381,12,236000,2381,12,1186000,2301,8,1832000,2301,9,1036000,2301,9,174000,2301,11,192000,2301,10,157000,2301,12,163000,2301,12,748000,2713,10,1089000,2173,11,610000,2173,12,0,0,0,0,0,0,0,0,0,0,0,0
Far from Heaven,10712,tt0297884,2002-11-08,11,4,13500000,23603613.11839911,107,Drama,PG-13,1.0,0.0,4300000.0,4300000,4300000.0,19067444.0,52223306,9946965.75,105207007.1111111,248864089.33333334,60698283.291919194,16863.0,Todd Haynes,2862.0,Christine Vachon,1231|6065|352,Julianne Moore|Dennis Quaid|Dennis Haysbert,0,0.0,0.0,Vulcan Productions,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trapped,9039,tt0280380,2002-09-20,9,4,30000000,52452473.59644247,106,Thriller,PG-13,1.0,0.0,66200658.333333336,118880016,46808472.6,24038086.0,45361000,24038086.0,39117012.222222224,81971180.0,38484158.97222222,46085.0,Luis Mandoki,17398.0,Mimi Polk Gitlin,6885|7621|56778,Charlize Theron|Courtney Love|Stuart Townsend,0,0.0,0.0,Senator Film,2227,0.23647308351747948,6916869,6916869,1063357,2227,9,1359216,2227,10,788192,2227,8,251911,2227,7,296980,2227,7,242436,2227,7,221019,2227,7,476201,2227,12,655778,2227,12,370901,2227,10,128845,2227,10,157570,2227,10,141362,2227,10,118762,2227,10,137160,1043,17,190622,1043,17,102815,1043,17,33126,1043,16,52157,1043,13,40774,1043,15,40940,1043,17,13792,118,31,19806,118,34,13147,118,34,0,0,0,0,0,0,0,0,0,0,0,0
Confessions of a Dangerous Mind,4912,tt0270288,2002-12-31,12,1,30000000,52452473.59644247,113,Comedy,PG-13,1.0,0.0,161707610.0,450717150,140066292.9,112662497.33333333,200687492,64054090.71428572,146202049.66666666,333874689.6666667,160803307.41111112,1461.0,George Clooney,29525.0,Andrew Lazar,6807|69597|1461,Sam Rockwell|Drew Barrymore|George Clooney,0,0.0,0.0,Miramax,4,1.6107954545454546,14630741,14630741,21500,4,28,36000,4,32,25000,4,32,12000,4,29,16000,4,27,16000,4,27,12000,4,29,1900000,1769,7,2900000,1769,8,1030000,1769,6,455000,1769,7,460000,1769,7,420000,1769,7,425000,1769,8,1320000,1776,9,1950000,1776,12,1030000,1776,12,170000,1776,13,195000,1776,13,175000,1776,13,170000,1776,13,370000,1376,16,610000,1376,16,365000,1376,16,85000,1376,16,108000,1376,17,102000,1376,16,89000,1376,17
Barbie as Rapunzel,15015,tt0313255,2002-10-01,10,1,0,0.0,84,Animation,PG-13,1.0,0.0,0.0,0,0.0,0.0,0,0.0,55008766.44444445,125852050.33333333,58091619.0,45916.0,Owen Hurley,1093159.0,Jesyca C. Durchin,74358|5657|34985,Kelly Sheridan|Anjelica Huston|Cree Summer,0,0.0,0.0,Mainframe Entertainment,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balto: Wolf Quest,25913,tt0281634,2002-04-30,4,1,0,0.0,75,Family,PG-13,1.0,0.0,0.0,0,0.0,0.0,0,0.0,178645130.33333334,317119246.6666667,177024437.44444445,90638.0,Phil Weinstein,,Unknown,34521|63978|22082,Maurice LaMarche|Jodi Benson|Lacey Chabert,1,7.1,6.4,Universal Pictures,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Hour Photo,9357,tt0265459,2002-08-21,8,2,12000000,20980989.43857699,96,Drama,PG-13,1.0,0.0,0.0,0,0.0,5056363.0,5502773,5056363.0,117535527.44444443,262002676.66666666,80866850.57142858,57446.0,Mark Romanek,51689.0,Stan Wlodkowski,2157|935|15424,Robin Williams|Connie Nielsen|Michael Vartan,0,0.0,0.0,Fox Searchlight Pictures,7,0.279161936457086,31567934,31567934,20447,2,21,18644,2,21,96050,7,21,127343,7,22,98122,7,21,40973,7,21,39609,7,22,38101,7,21,35607,7,22,704290,164,10,888971,164,12,924270,164,12,808758,164,11,212780,164,10,188531,165,10,174640,165,10,436430,173,13,656612,173,13,413016,173,12,157044,173,9,184742,173,9,154785,171,10,141004,171,11,2437619,1212,3,3450037,1212,3,2119004,1212,3,701568,1212,3,716040,1212,3
