title,tmdb_id,imdb_id,release_date,release_month,release_day_of_week,original_language,origin_country,production_budget_raw,production_budget_adj,runtime,primary_genre,genres_list,mpaa_rating,format_premium,spoiler_risk,wiki_hype,dir_last3_avg_adj,dir_max_adj,dir_lifetime_trunc_avg_adj,dir_fallback_flag,prod_last3_avg_adj,prod_max_adj,prod_lifetime_trunc_avg_adj,prod_fallback_flag,cast_last3_avg_adj,cast_max_adj,cast_lifetime_trunc_avg_adj,cast_fallback_flag,director_id,director_name,producer_id,producer_name,cast_ids,cast_names,is_sequel,sequel_parent_rating,sequel_parent_revenue_adj,franchise_hunger,distributor,opening_theaters,calendar_ratio,bom_intl_lifetime,bom_ww_lifetime,target_dom_7day,bom_dom_lifetime,rev_day_1,theaters_day_1,rank_day_1,rev_day_2,theaters_day_2,rank_day_2,rev_day_3,theaters_day_3,rank_day_3,rev_day_4,theaters_day_4,rank_day_4,rev_day_5,theaters_day_5,rank_day_5,rev_day_6,theaters_day_6,rank_day_6,rev_day_7,theaters_day_7,rank_day_7,rev_day_8,theaters_day_8,rank_day_8,rev_day_9,theaters_day_9,rank_day_9,rev_day_10,theaters_day_10,rank_day_10,rev_day_11,theaters_day_11,rank_day_11,rev_day_12,theaters_day_12,rank_day_12,rev_day_13,theaters_day_13,rank_day_13,rev_day_14,theaters_day_14,rank_day_14,rev_day_15,theaters_day_15,rank_day_15,rev_day_16,theaters_day_16,rank_day_16,rev_day_17,theaters_day_17,rank_day_17,rev_day_18,theaters_day_18,rank_day_18,rev_day_19,theaters_day_19,rank_day_19,rev_day_20,theaters_day_20,rank_day_20,rev_day_21,theaters_day_21,rank_day_21,rev_day_22,theaters_day_22,rank_day_22,rev_day_23,theaters_day_23,rank_day_23,rev_day_24,theaters_day_24,rank_day_24,rev_day_25,theaters_day_25,rank_day_25,rev_day_26,theaters_day_26,rank_day_26,rev_day_27,theaters_day_27,rank_day_27,rev_day_28,theaters_day_28,rank_day_28
Amityville: The Awakening,203835,tt1935897,6/30/2017,6,4,en,US,0,0,87,Horror,Horror,PG-13,1,0,49070,4833210.768,6061712.309,4833210.768,1,137225332.1,226115459,65899185.26,1,43097280.57,133371609.6,49169929.47,1,64211,Franck Khalfoun,84348,Jason Blum,98285|37089|10431,Bella Thorne|Cameron Monaghan|Jennifer Jason Leigh,1,5.9,105061463.8,12.2,Blumhouse Productions,10,0,8481255,8481997,742,742,742,10,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inconceivable,433630,tt3481634,6/30/2017,6,4,en,US,0,0,105,Crime,Crime|Drama|Thriller,R,1,0,20714,0,0,0,0,0,0,0,0,20555507.66,120131628.9,28590807.41,1,1734213,Jonathan Baker,1734213,Jonathan Baker,2963|11150|212833,Nicolas Cage|Gina Gershon|Nicky Whelan,0,0,0,0,Baker Entertainment Group,0,0,0,259635,0,259635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The House,345914,tt4481514,6/29/2017,6,3,en,US,40000000,51332517.34,88,Comedy,Comedy|Crime,R,1,0,122276,0,0,0,0,0,0,0,0,159128780.8,347222585.6,134563299.6,1,1085179,Andrew J. Cohen,1085179,Andrew J. Cohen,56322|23659|111683,Amy Poehler|Will Ferrell|Jason Mantzoukas,0,0,0,0,Village Roadshow Pictures,3134,0.721841114,8700000,34284504,13815678,25584504,3353026,3134,5,2945371,3134,6,2426398,3134,6,1668229,3134,6,1512056,3134,6,983421,3134,6,927177,3134,6,1525012,3134,7,1914774,3134,7,1338486,3134,7,640377,3134,7,922142,3134,7,673194,3134,7,504895,3134,7,562274,1633,10,707382,1633,10,463121,1633,10,246773,1633,10,333655,1633,10,247267,1633,10,131218,1633,10,133451,453,15,183772,453,14,112798,453,15,64521,453,15,81942,453,14,61456,453,14,51240,453,15
2:22,269795,tt1131724,6/29/2017,6,3,en,US,0,0,99,Science Fiction,Science Fiction|Mystery|Thriller|Romance,PG-13,1,0,24517,0,0,0,0,0,0,0,0,65271373.88,125957746.8,43644840.16,1,1319499,Paul Currie,1319499,Paul Currie,91520|20374|589650,Michiel Huisman|Teresa Palmer|Sam Reid,0,0,0,0,Screen Australia,0,0,3945307,3945729,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Driver,339403,tt3890160,6/28/2017,6,2,en,GB,34000000,43632639.74,113,Action,Action|Crime,R,1,0,506950,39773572.77,48350040.33,35850131.75,1,28835107.97,204478590.7,38084465.37,1,77889604.61,210645754.9,89453478.58,1,11090,Edgar Wright,2238,Eric Fellner,1159982|1979|1016168,Ansel Elgort|Kevin Spacey|Lily James,0,0,0,0,Big Talk Studios,3226,0.673271046,119119225,226945087,39003927,107825862,5706745,3226,1,3322360,3226,1,6055387,3226,2,7689182,3226,2,6808751,3226,2,5007115,3226,2,4414387,3226,2,2725174,3226,2,2403971,3226,2,3921290,3226,3,5195240,3226,3,3886191,3226,3,1672440,3226,3,2287647,3226,3,1700068,3226,3,1605909,3226,3,2646405,3043,4,3571162,3043,4,2496478,3043,4,1195345,3043,4,1620924,3043,4,1230346,3043,4,1071422,3043,4,1751311,2503,7,2498292,2503,7,1821309,2503,7,922117,2503,7,1136782,2503,7
Okja,387426,tt3967856,6/28/2017,6,2,en,US,50000000,64165646.67,120,Adventure,Adventure|Drama|Science Fiction,Unrated,1,0,167090,10970364.8,138063156.3,43084024.05,1,10970364.8,138063156.3,43084024.05,1,49189590.25,160733843.8,54861438.67,1,21684,Bong Joon Ho,21684,Bong Joon Ho,1304602|3063|17142,Ahn Seo-hyun|Tilda Swinton|Paul Dano,0,0,0,0,Kate Street Picture Company,0,0,0,2049823,0,2049823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jungle,390062,tt3758172,6/27/2017,6,1,en,AU,0,0,115,Adventure,Adventure|Drama|Thriller,R,1,0,44123,13472868.59,26071838.9,16622611.17,1,0,0,0,0,62531367.47,432110025.2,139629715.6,1,59998,Greg McLean,1365690,Mike Gabrawy,10980|558466|3491,Daniel Radcliffe|Alex Russell|Thomas Kretschmann,0,0,0,0,Screen Queensland,0,0,0,1906640,0,1906640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loving Vincent,339877,tt3262342,6/22/2017,6,3,en,GB,5500000,7058221.134,95,Animation,Animation|Drama|Mystery|History,PG-13,1,0,16667,0,0,0,0,0,0,0,0,73098751.86,205481586.4,55234797.73,1,1466181,Hugh Welchman,1466181,Hugh Welchman,230680|1702761|73357,Douglas Booth|Robert Gulaczyk|Eleanor Tomlinson,0,0,0,0,Breakthru Films,55,0.541499469,35452547,42187665,29181,6735118,12235,55,33,16946,55,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escape Room,449664,tt5159414,6/19/2017,6,0,en,US,0,0,90,Horror,Horror|Thriller,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1809758,Will Wernick,1809761,Kelly Delson,59600|1354629|973816,Evan Williams|Annabelle Stephenson|Elisabeth Hower,0,0,0,0,Escape Productions,0,0,0,1870824,0,1870824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transformers: The Last Knight,335988,tt3371366,6/16/2017,6,4,en,US,217000000,278478906.6,154,Action,Action|Adventure|Science Fiction,PG-13,1,0,824039,154250338.6,589651597.2,289206465,1,157958924.5,589651597.2,162538598.2,0,310938352.4,472018919,247477197,1,865,Michael Bay,10952,Lorenzo di Bonaventura,13240|209578|19540,Mark Wahlberg|Laura Haddock|Peter Cullen,1,5.6,326152965.6,3,Paramount Pictures,4069,0.825342771,475256474,605425157,78868996,130168683,15658535,4069,1,8136954,4069,1,13753004,4069,1,17451280,4069,1,13475789,4069,1,4718310,4069,1,5675124,4069,1,3231435,4069,2,3002920,4069,2,4875177,4132,3,6461971,4132,3,5543407,4132,3,3687592,4132,4,3486697,4132,4,1917554,4132,4,1541011,4132,4,1844313,3241,5,2640709,3241,5,1891556,3241,5,752815,3241,5,1050219,3241,5,711464,3241,6,600783,3241,6,800387,2323,9,1170733,2323,9,872467,2323,9,367149,2323,9,491160,2323,9
The Book of Henry,382614,tt4572792,6/16/2017,6,4,en,US,10000000,12833129.33,105,Drama,Drama|Crime|Thriller,PG-13,1,1,280414,436339214.7,867183628,436339214.7,1,35396030.22,35396030.22,35396030.22,0,24983151.2,109097910.9,33827244.44,1,930707,Colin Trevorrow,1547427,Carla Hacken,3489|1274508|1277188,Naomi Watts|Jaeden Martell|Jacob Tremblay,0,0,0,0,Sidney Kimmel Entertainment,579,0.38581665,91731,4596705,2157355,4504974,507220,579,12,529130,579,13,388190,579,13,182815,579,13,221010,579,13,161555,579,13,167435,579,14,318281,650,13,368944,650,13,261144,650,14,129976,650,13,174735,650,13,106649,622,14,82823,622,14,84200,363,19,103210,363,19,82735,363,20,68015,363,19,89805,363,19,47030,363,19,47017,363,20,29825,154,25,39410,154,23,28382,154,24,17280,154,22,21783,154,22,15030,154,24,14475,154,24
Overdrive,404733,tt1935194,6/16/2017,6,4,en,BE,28210303,36202646.7,93,Thriller,Thriller|Action|Mystery,PG-13,1,0,16553,0,0,0,0,20877313.79,20877313.79,20877313.79,1,90596972.34,160823680.3,50653978.67,1,240735,Antonio Negret,1016149,Grégoire Melin,928572|1537784|224513,Scott Eastwood|Freddie Thorp|Ana de Armas,0,0,0,0,uMedia,20,0.468417761,9642759,9650552,7793,7793,1007,20,51,2236,20,49,1554,20,49,850,20,48,950,20,49,667,20,48,529,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lou,433471,tt6267732,6/16/2017,6,4,en,US,0,0,6,Family,Family|Fantasy|Animation|Comedy,G,1,0,13660,0,0,0,0,0,0,0,0,0,0,0,0,8046,Dave Mullins,1924359,Dana Murray,,,0,0,0,0,Pixar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cars 3,260514,tt3606752,6/15/2017,6,3,en,US,175000000,224579763.4,102,Animation,Animation|Adventure|Comedy|Family,G,1,0,405513,0,0,0,0,314151292.2,314151292.2,314151292.2,1,89582810.93,226407765.4,92909224.27,1,1443386,Brian Fee,57673,Kevin Reher,887|1374727|2955,Owen Wilson|Cristela Alonzo|Chris Cooper,1,6.2,267760945.5,6,Pixar,4256,0.665811031,231029541,383930656,74707893,152901115,19595034,4256,1,18449946,4256,1,15643700,4256,1,5481494,4256,1,6767823,4256,1,4339154,4256,2,4430742,4256,2,7716359,4256,2,9526943,4256,3,6831195,4256,3,2908779,4256,3,4114210,4256,2,2861754,4256,3,2522966,4256,4,3061649,3576,6,3728505,3576,5,2899125,3576,5,2394451,3576,5,2076966,3576,5,1326660,3576,5,1419957,3576,5,1767139,2702,6,2148204,2702,6,1466905,2702,6,721910,2702,6,1043893,2702,6,808707,2702,5,810330,2702,5
Despicable Me 3,324852,tt3469046,6/15/2017,6,3,en,US,80000000,102665034.7,90,Action,Action|Animation|Comedy|Family|Adventure,PG,1,0,222086,445990871.3,445990871.3,445990871.3,1,427906244.2,496872473,369879252.6,1,122450008.7,363997230.2,117921407.7,1,8023,Kyle Balda,5720,Chris Meledandri,4495|41091|34517,Steve Carell|Kristen Wiig|Trey Parker,1,7.3,496872473,4,Illumination,4529,0.758084223,770175831,1034800131,115190660,264624300,29005340,4529,1,24330080,4529,1,19098605,4529,1,13857900,4529,1,12728355,4529,1,7990315,4529,1,8180065,4529,1,11374145,4535,2,12945530,4535,2,9260750,4535,2,4370545,4535,2,6717600,4535,2,4661250,4535,2,4521670,4535,2,6276050,4155,3,7561045,4155,3,5520470,4155,3,2646135,4155,3,3995335,4155,3,2788330,4155,3,2778710,4155,3,3827220,3525,6,5222685,3525,6,3962145,3525,6,2326850,3525,5,2853225,3525,5,1943435,3525,5,1956120,3525,5
Rough Night,397422,tt4799050,6/15/2017,6,3,en,US,20000000,25666258.67,101,Drama,Drama|Comedy,R,1,0,190261,0,0,0,0,0,0,0,0,201636720.7,390224385,159989878.5,1,1480620,Lucia Aniello,1607044,Paul W. Downs,1245|1226302|37153,Scarlett Johansson|Jillian Bell|Zoë Kravitz,0,0,0,0,Columbia Pictures,3162,0.865054212,25241640,47347283,11934947,22105643,3372137,3162,6,2835765,3162,8,1796381,3162,9,910213,3162,8,1272842,3162,7,871937,3162,7,875672,3162,8,1583290,3162,8,1822392,3162,8,1297579,3162,8,642047,3162,8,831618,3162,7,559190,3162,8,394584,3162,9,425936,1657,13,455506,1657,14,393682,1657,14,316184,1657,14,230191,1657,17,202492,1657,13,143564,1657,14,90727,351,18,119908,351,18,77580,351,18,42505,351,18,51347,351,18,38990,351,19,33048,351,19
Megan Leavey,424488,tt4899370,6/9/2017,6,4,en,US,0,0,116,Drama,Drama|War,PG-13,1,0,139268,2799246.705,2799246.705,2799246.705,1,23505430.91,70662227.49,24763079.17,1,127119355.8,524573784.1,150433308.7,1,1045176,Gabriela Cowperthwaite,48498,Mickey Liddell,51072|72985|10993,Kate Mara|Ramón Rodríguez|Tom Felton,0,0,0,0,LD Entertainment,1956,0.398726195,1103607,14510490,5836857,13406883,1245393,1956,8,1474306,1956,8,1091168,1956,8,432852,1956,8,726369,1956,8,468730,1956,8,398039,1956,7,667823,1832,11,961546,1832,11,912276,1832,10,303389,1832,11,399629,1832,10,214738,1832,11,227916,1832,12,379187,971,12,491995,971,12,344571,971,13,143972,971,12,208086,971,12,120206,971,13,110936,971,13,127241,433,18,192123,433,18,164746,433,18,116722,433,18,172435,433,18,69166,433,18,62562,433,18
Shimmer Lake,457962,tt1386691,6/9/2017,6,4,en,CA,0,0,83,Thriller,Thriller|Crime|Drama|Mystery,Unrated,1,1,13902,0,0,0,0,0,0,0,0,158434406.1,295557205.7,124422539.8,1,1090787,Oren Uziel,205463,Adam Saunders,11678|239996|8265,Rainn Wilson|Benjamin Walker|John Michael Higgins,0,0,0,0,Footprint Features,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hunter's Prayer,302150,tt2674358,6/8/2017,6,3,en,US,17000000,21816319.87,91,Action,Action|Thriller,R,1,1,30231,151498129.9,257052878.1,138198452.8,1,4382429.833,6841614.422,4235574.163,1,88535970.67,520871971.9,102774059.7,1,7213,Jonathan Mostow,1030585,Tove Christensen,65731|1121786|357551,Sam Worthington|Odeya Rush|Amy Landecker,0,0,0,0,Maple Leaf Films,0,0,0,236820,0,236820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mummy,282035,tt2345759,6/6/2017,6,1,en,US,125000000,160414116.7,110,Fantasy,Fantasy|Thriller|Action|Adventure|Horror,PG-13,1,0,1005772,17034995.96,17034995.96,17034995.96,0,73068375.44,358799001.5,105793315.4,1,108804825.1,268804783,121122407.5,1,15345,Alex Kurtzman,7779,Sean Daniel,500|82809|568657,Tom Cruise|Annabelle Wallis|Sofia Boutella,0,0,0,0,Secret Hideout,4035,2.86205377,329003712,409231607,42610700,80227895,12035605,4035,2,11484635,4035,2,8148135,4035,2,2590925,4035,2,3891985,4035,2,2364695,4035,2,2094720,4035,2,3781375,4034,5,5328005,4034,4,5401580,4034,4,1589415,4034,4,1843020,4034,4,1059120,3807,6,1070455,3807,6,1746875,2980,6,2454440,2980,5,1859180,2980,5,774410,2980,5,1023765,2980,5,655560,2872,6,518940,2872,7,848365,1760,9,1134170,1760,9,1030860,1760,8,722390,1760,8,691240,1760,8,377645,1760,9,288760,1760,10
The Exception,339987,tt4721124,6/2/2017,6,4,en,US,0,0,107,War,War|Drama|Romance,R,1,0,36361,0,0,0,0,52891766.02,52891766.02,52891766.02,1,118974539,318118427.8,111076735.2,1,1305138,David Leveaux,69156,Lou Pitt,1016168|224181|1665,Lily James|Jai Courtney|Eddie Marsan,0,0,0,0,Egoli Tossell KLK,2,0.413376423,163832,872805,33119,708973,4810,2,35,10293,2,35,6248,2,34,3267,2,34,3488,2,36,2750,2,35,2263,2,37,1882,2,40,5141,2,39,3506,2,39,1950,2,38,1395,2,39,1388,2,39,1601,2,39,10855,14,32,19446,14,32,13401,14,35,4602,14,35,4887,14,35,5031,14,32,4130,14,33,34089,48,29,58148,48,25,35860,48,26,12672,48,29,13920,48,30,11743,48,29,12384,48,29
The Recall,455551,tt5669936,6/2/2017,6,4,en,CA,5000000,6416564.667,91,Science Fiction,Science Fiction|Horror,R,1,0,0,0,0,0,0,0,0,0,0,38506741.49,89328421.44,43020250.9,1,21701,Mauro Borrelli,1306765,Danielle Masters,10814|209674|1334653,Wesley Snipes|RJ Mitte|Jedidiah Goodacre,0,0,0,0,VMI Worldwide,7,0.340182648,89414,112357,9550,22943,1593,7,38,2685,7,39,2292,7,37,587,7,39,1329,7,38,653,7,39,411,7,43,222,4,50,400,4,48,279,4,50,289,4,44,243,4,45,198,4,43,83,4,46,2257,31,43,2643,31,42,3402,31,42,1222,31,42,955,31,45,490,31,46,710,31,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Captain Underpants: The First Epic Movie,268531,tt2091256,6/1/2017,6,3,en,US,38000000,48765891.47,89,Family,Family|Comedy|Animation|Science Fiction,PG,1,1,0,112084409.4,112084409.4,112084409.4,1,264955694.5,311794855,200978620.6,0,133830616.5,351554865.2,124827754.3,1,94075,David Soren,56671,Mireille Soria,55638|111678|27105,Kevin Hart|Thomas Middleditch|Ed Helms,0,0,0,0,DreamWorks Animation,3434,0.604270742,51506681,125427681,32262512,73921000,7987559,3434,2,8876926,3434,3,6987054,3434,2,2003115,3434,3,2701983,3434,3,1831298,3434,3,1874577,3434,3,3581585,3529,3,5001994,3529,3,3597125,3529,3,1363148,3529,3,2001945,3529,3,1472956,3259,3,1332395,3259,3,2173557,2968,8,2863658,2968,7,2144326,2968,7,921446,2968,7,1151950,2968,8,757070,2372,9,837509,2372,9,1477624,2378,9,1629205,2328,9,1177286,2328,9,578691,2328,9,827219,2328,8,543186,2007,9,449406,2007,8
Wonder Woman,297762,tt0451279,5/30/2017,5,1,en,US,149000000,191213627.1,141,Action,Action|Adventure|Fantasy,PG-13,1,1,1075242,58923615.83,58923615.83,58923615.83,1,322497655.2,432964564.3,235208330.6,0,90333766.54,260866376.7,99654760.99,1,6884,Patty Jenkins,79243,Deborah Snyder,90633|62064|935,Gal Gadot|Chris Pine|Connie Nielsen,0,0,0,0,Atlas Entertainment,4165,2.379600508,411125510,823970682,147822503,412845172,38247254,4165,1,35253398,4165,1,29750819,4165,1,11757063,4165,1,14342175,4165,1,9326011,4165,1,9145783,4165,1,15701461,4165,1,24003287,4165,1,18815924,4165,1,6266071,4165,1,8851388,4165,1,6344618,4165,1,6021478,4165,1,10845317,4018,3,15577690,4018,2,14845843,4018,2,4808414,4018,2,5444169,4018,2,3848683,4018,3,4008312,4018,3,7396325,3933,3,10046428,3933,2,7463557,3933,2,3067190,3933,2,3905172,3933,3,2764377,3933,4,2681268,3933,3
Black Butterfly,76812,tt2090465,5/26/2017,5,4,en,US,0,0,93,Thriller,Thriller|Mystery|Drama,R,1,0,7727,0,0,0,0,0,0,0,0,68418187.5,187838907.5,54706151.56,1,80978,Brian Goodman,1799498,Juan Antonio García Peredo,3131|1244|15555,Antonio Banderas|Jonathan Rhys Meyers|Piper Perabo,0,0,0,0,Battleplan Productions,0,0,0,391431,0,391431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baywatch,339846,tt1469304,5/25/2017,5,3,en,US,69000000,88548592.41,116,Comedy,Comedy|Action|Crime,R,1,1,561466,173830418,181578569.2,173830418,1,0,0,0,0,108508731.3,247249681.7,101638899.8,1,71600,Seth Gordon,56132,Michael Berk,18918|29222|77234,Dwayne Johnson|Zac Efron|Priyanka Chopra Jonas,0,0,0,0,Uncharted,3647,0.542743489,119796565,177856751,31894345,58060186,4606514,3647,1,5711166,3647,2,6576457,3647,3,6216248,3647,3,4603072,3647,3,2534172,3647,2,1646716,3647,2,1330093,3647,3,2682337,3647,5,3589716,3647,5,2514554,3647,5,1126275,3647,4,1514004,3647,4,945659,3647,5,868152,3647,5,1362272,2832,7,1967081,2832,7,1318854,2832,7,567764,2832,7,843819,2832,6,632047,2832,6,390528,2832,8,502505,1307,13,620774,1307,12,487708,1307,12,239080,1307,12,253676,1307,12,126771,609,14
The Man with the Iron Heart,339259,tt3296908,5/25/2017,5,3,en,US,32679734,41938325.31,120,War,War|Action|History|Thriller,R,1,0,34,16029236.13,16029236.13,16029236.13,1,0,0,0,0,70606653.14,217910385.4,72582299.08,1,1002647,Cédric Jimenez,,Unknown,76512|10882|85065,Jason Clarke|Rosamund Pike|Jack O'Connell,0,0,0,0,Légende Films,0,0,0,4412639,0,4412639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirty Dancing,444902,tt5262792,5/24/2017,5,2,en,US,6000000,7699877.601,130,Drama,Drama|Romance,Unrated,1,0,104406,3357559.696,3357559.696,3357559.696,0,3672068.575,57869943.17,17221537.22,1,29002040.16,81279353.01,35265330.81,1,131664,Wayne Blair,1024835,Judy Cairo,17140|1769418|91351,Abigail Breslin|Colt Prattes|Sarah Hyland,0,0,0,0,Lionsgate Television,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pirates of the Caribbean: Dead Men Tell No Tales,166426,tt1790809,5/23/2017,5,1,en,US,230000000,295161974.7,129,Adventure,Adventure|Action|Fantasy,PG-13,1,0,1025800,28679760.32,28679760.32,28679760.32,0,166114699.8,660465057.1,212043464,1,116881043.6,389891429.5,98310468.11,1,20307,Joachim Rønning,770,Jerry Bruckheimer,85|3810|118,Johnny Depp|Javier Bardem|Geoffrey Rush,1,6.6,337157512.7,6,Walt Disney Pictures,4276,1.873369504,623363422,795922298,93008771,172558876,23567874,4276,1,20335475,4276,1,19079904,4276,1,15493514,4276,1,6846183,4276,1,4250754,4276,1,3435067,4276,1,6337705,4276,3,8966824,4276,2,6782570,4276,3,2521360,4276,2,3410496,4276,2,2117135,4276,2,1981433,4276,2,2984724,3679,4,4432168,3679,4,3287211,3679,4,1280154,3679,4,1853361,3679,4,1340927,3679,4,1303275,3679,4,2392038,2759,7,3322062,2759,6,3249939,2759,5,1083688,2759,6,1299013,2759,6,871417,2521,8,939055,2521,7
Diary of a Wimpy Kid: The Long Haul,417830,tt6003368,5/19/2017,5,4,en,US,22000000,28232884.54,91,Comedy,Comedy|Family|Adventure,PG,1,0,122654,56503900.53,100892561.9,67601065.86,1,465061576.5,573283637.4,275830851.7,0,58686031.8,119829183.3,57501616.09,1,33183,David Bowers,935634,Nina Jacobson,1517834|5588|16857,Jason Ian Drucker|Alicia Silverstone|Tom Everett Scott,1,6.3,67139305.51,4.8,20th Century Fox,3157,0.216375186,19402248,40140972,9181961,20738724,2018349,3157,5,3046315,3157,5,2061420,3157,6,537358,3157,6,560586,3157,7,451370,3157,6,506563,3157,7,1275561,3174,6,1675119,3174,6,1520193,3174,6,1650498,3174,5,535888,3174,6,413681,3174,6,351703,3174,7,368745,2088,9,518795,2088,10,402253,2088,8,194187,2088,8,251444,2088,9,192498,2088,8,189732,2088,9,210896,897,12,290398,897,12,155549,897,12,83933,897,13,113713,897,12,93925,897,13,86323,897,12
Wakefield,369894,tt5195412,5/19/2017,5,4,en,US,0,0,106,Drama,Drama,R,1,0,51156,10869406.9,10869406.9,10869406.9,1,91311461.73,230918388.8,103390560.4,1,45780465.73,187082498.9,68034498.39,1,19852,Robin Swicord,2210,Bonnie Curtis,17419|9278|183812,Bryan Cranston|Jennifer Garner|Jason O'Mara,0,0,0,0,Mockingbird Pictures,16,0,535615,798214,19192,262599,19192,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
