title,tmdb_id,imdb_id,release_date,release_month,release_day_of_week,original_language,origin_country,production_budget_raw,production_budget_adj,runtime,primary_genre,genres_list,mpaa_rating,format_premium,spoiler_risk,wiki_hype,dir_last3_avg_adj,dir_max_adj,dir_lifetime_trunc_avg_adj,dir_fallback_flag,prod_last3_avg_adj,prod_max_adj,prod_lifetime_trunc_avg_adj,prod_fallback_flag,cast_last3_avg_adj,cast_max_adj,cast_lifetime_trunc_avg_adj,cast_fallback_flag,director_id,director_name,producer_id,producer_name,cast_ids,cast_names,is_sequel,sequel_parent_rating,sequel_parent_revenue_adj,franchise_hunger,distributor,opening_theaters,calendar_ratio,bom_intl_lifetime,bom_ww_lifetime,target_dom_7day,bom_dom_lifetime,rev_day_1,theaters_day_1,rank_day_1,rev_day_2,theaters_day_2,rank_day_2,rev_day_3,theaters_day_3,rank_day_3,rev_day_4,theaters_day_4,rank_day_4,rev_day_5,theaters_day_5,rank_day_5,rev_day_6,theaters_day_6,rank_day_6,rev_day_7,theaters_day_7,rank_day_7,rev_day_8,theaters_day_8,rank_day_8,rev_day_9,theaters_day_9,rank_day_9,rev_day_10,theaters_day_10,rank_day_10,rev_day_11,theaters_day_11,rank_day_11,rev_day_12,theaters_day_12,rank_day_12,rev_day_13,theaters_day_13,rank_day_13,rev_day_14,theaters_day_14,rank_day_14,rev_day_15,theaters_day_15,rank_day_15,rev_day_16,theaters_day_16,rank_day_16,rev_day_17,theaters_day_17,rank_day_17,rev_day_18,theaters_day_18,rank_day_18,rev_day_19,theaters_day_19,rank_day_19,rev_day_20,theaters_day_20,rank_day_20,rev_day_21,theaters_day_21,rank_day_21,rev_day_22,theaters_day_22,rank_day_22,rev_day_23,theaters_day_23,rank_day_23,rev_day_24,theaters_day_24,rank_day_24,rev_day_25,theaters_day_25,rank_day_25,rev_day_26,theaters_day_26,rank_day_26,rev_day_27,theaters_day_27,rank_day_27,rev_day_28,theaters_day_28,rank_day_28
Zombie Strippers!,13009,tt0960890,4/18/2008,4,4,en,US,0,0,94,Comedy,Comedy|Horror|Science Fiction,R,1,1,0,0,0,0,0,0,0,0,0,47086095.53,47086095.53,47086095.53,1,87160,Jay Lee,72447,Andrew Golov,26223|5139|87162,Jenna Jameson|Robert Englund|Roxy Saint,0,0,0,0,Scream HQ,0,0,0,82360,0,82360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forgetting Sarah Marshall,9870,tt0800039,4/17/2008,4,3,en,US,30000000,43828146.77,111,Comedy,Comedy|Romance|Drama,R,1,0,0,0,0,0,0,195452557.4,304374238.1,222682977.6,0,38098820.95,92635721.03,29347414.98,1,52934,Nicholas Stoller,41076,Shauna Robertson,41088|40462|18973,Jason Segel|Kristen Bell|Mila Kunis,0,0,0,0,Universal Pictures,2798,0.600760343,42660794,105833257,24062895,63172463,6043680,2798,2,6799140,2798,2,4882510,2798,2,1679100,2798,2,1622845,2798,1,1538495,2798,1,1497125,2798,1,3442770,2799,3,4548375,2799,4,3036915,2799,4,979650,2799,3,950405,2799,3,867690,2799,3,783720,2799,4,1952960,2872,5,2599160,2872,4,1507800,2872,5,473880,2872,5,575200,2872,5,588760,2872,4,574325,2872,4,1188000,2376,6,1568160,2376,6,1081080,2376,6,463320,2376,5,450995,2376,6,427680,2376,6,403445,2376,6
The Forbidden Kingdom,1729,tt0865556,4/17/2008,4,3,en,CN,55000000,80351602.42,104,Action,Action|Adventure|Fantasy,PG-13,1,0,0,169205069.7,664005318.2,292905131.8,1,94007905.36,124120426.3,73107526.12,0,75188492.45,223314490.4,71694284.95,1,18898,Rob Minkoff,20802,Casey Silver,18897|1336|11665,Jackie Chan|Jet Li|Michael Angarano,0,0,0,0,Casey Silver Productions,3151,0.570414717,76717141,128792411,27025134,52075270,7743521,3151,1,7996033,3151,1,5661567,3151,1,1692767,3151,1,1475846,3151,2,1228867,3151,2,1226533,3151,2,3224042,3151,4,4756233,3151,3,3232089,3151,3,787464,3151,4,732728,3151,4,616197,3151,4,550519,3151,5,1179314,2960,6,1815526,2960,6,1193057,2960,6,296819,2960,6,330144,2960,6,306670,2960,6,314845,2960,6,541008,1724,8,864757,1724,8,763558,1724,8,197373,1724,8,195946,1724,8,183911,1724,8,187795,1724,8
Pathology,12192,tt0964539,4/11/2008,4,4,en,US,8000000,11687505.81,95,Crime,Crime|Horror|Thriller,R,1,1,0,0,0,0,0,0,0,0,0,51480545.26,96891953.79,55896713.86,1,73588,Marc Schölermann,11763,Marcus Gilbert,16501|24967|51381,Milo Ventimiglia|Alyssa Milano|Michael Weston,0,0,0,0,Lakeshore Entertainment,46,0.381913207,3124860,3234706,81866,109846,18845,46,39,19947,46,41,15452,46,38,7415,46,35,6828,46,37,6636,46,38,6743,46,37,5143,46,46,6144,46,47,5378,46,46,2537,46,45,2580,46,45,2458,46,46,1769,46,48,230,3,53,363,3,54,194,3,52,143,3,52,42,3,54,75,3,54,123,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Street Kings,1266,tt0421073,4/10/2008,4,3,en,US,20000000,29218764.51,109,Action,Action|Crime|Drama|Thriller,R,1,0,0,5375897.679,5375897.679,5375897.679,0,0,0,0,0,57890630.84,218613066.8,85154242.26,1,19769,David Ayer,75040,Alexandra Milchan,6384|2178|16828,Keanu Reeves|Forest Whitaker|Chris Evans,0,0,0,0,Fox Searchlight Pictures,2467,0.560125853,40057696,66476363,15878638,26418667,4380279,2467,2,4780880,2467,2,3308472,2467,1,1000598,2467,1,922716,2467,1,769036,2467,1,716657,2467,1,1297772,2469,7,1654345,2469,7,1227388,2469,7,408861,2469,7,386310,2469,6,358707,2469,6,344893,2469,7,602916,1735,11,902976,1735,11,643171,1735,10,208619,1735,9,198736,1735,9,174617,1735,9,137236,1735,12,207549,855,15,291443,855,15,209150,855,12,66752,855,14,71466,855,13,68124,855,13,69481,855,14
Prom Night,8617,tt0926129,4/10/2008,4,3,en,US,20000000,29218764.51,88,Horror,Horror|Drama|Mystery,PG-13,1,0,0,0,0,0,0,215679851.4,389029702.7,141121643.6,1,87854030.17,111133366.3,87854030.17,1,45627,Nelson McCormick,11874,Neal H. Moritz,29221|53368|55463,Brittany Snow|Scott Porter|Jessica Stroup,0,0,0,0,Alliance Films,2700,0.714799458,13328526,57197876,23463562,43869350,9524480,2700,1,8317732,2700,1,2962729,2700,2,733246,2700,2,693749,2700,3,580630,2700,3,650996,2700,3,3488711,2700,3,3717776,2700,3,1463877,2700,5,426837,2700,6,406491,2700,5,362430,2700,5,384926,2700,5,1680656,2821,5,2019043,2821,5,808423,2821,8,189822,2821,10,187181,2821,10,173526,2821,10,174157,2821,8,871883,2434,7,1112567,2434,8,418863,2434,9,100760,2434,10,104565,2434,9,107756,2434,10,108309,2434,10
Nim's Island,10488,tt0410377,4/3/2008,4,3,en,US,37000000,54054714.35,96,Adventure,Adventure|Comedy|Family|Fantasy,PG,1,0,0,0,0,0,0,42796480.07,42796480.07,42796480.07,0,104736355.4,295571462.3,100560910,1,66218,Jennifer Flackett,65378,Paula Mazur,17140|1038|17276,Abigail Breslin|Jodie Foster|Gerard Butler,0,0,0,0,Walden Media,3513,0.459343784,52097803,100104565,16279899,48006762,3909111,3513,3,5622897,3513,2,3678571,3513,2,794854,3513,2,797245,3513,3,740229,3513,3,736992,3513,2,2378667,3518,4,4134324,3518,4,2598676,3518,3,482662,3518,4,463268,3518,4,424917,3518,4,444630,3518,4,1506434,3277,6,2543547,3277,5,1637091,3277,4,430176,3277,5,374465,3277,7,345978,3277,7,383992,3277,6,1181356,2977,7,1999858,2977,6,1367578,2977,5,236857,2977,7,215780,2977,8,190315,2977,7,173647,2977,9
The Ruins,11152,tt0963794,4/2/2008,4,2,en,US,8000000,11687505.81,91,Horror,Horror,R,1,0,0,0,0,0,0,65504260.62,178749516.1,100883713.6,1,106085498.8,222889117.1,117757485.6,1,68352,Carter Smith,298,Chris Bender,17243|20089|11023,Jonathan Tucker|Jena Malone|Shawn Ashmore,0,0,0,0,Spyglass Entertainment,2812,1.57669729,5385412,22818256,10163476,17432844,2789241,2812,4,3128767,2812,5,2085413,2812,5,595516,2812,5,595220,2812,5,486271,2812,5,483048,2812,5,1040179,2814,8,1410390,2814,9,934826,2814,8,287517,2814,7,275040,2814,8,253305,2814,8,254147,2814,8,369575,1857,13,503249,1857,13,336439,1857,13,111147,1857,13,105401,1857,13,104555,1857,12,104382,1857,13,125237,722,17,182009,722,18,113016,722,19,35274,722,17,32600,722,19,32032,722,18,23657,722,21
Superhero Movie,11918,tt0426592,3/28/2008,3,4,en,US,35000000,51132837.9,82,Comedy,Comedy|Action|Science Fiction,PG-13,1,1,0,141528365.2,141528365.2,141528365.2,0,141528365.2,141528365.2,141528365.2,0,65279929.95,271415376.2,92150128.11,1,35796,Craig Mazin,35796,Craig Mazin,3272|60072|4443,Drake Bell|Sara Paxton|Christopher McDonald,0,0,0,0,Dimension Films,2960,0.155471801,45690232,71571300,11481741,25881068,3472023,2960,3,3847499,2960,3,2190775,2960,3,541267,2960,3,526111,2960,3,445430,2960,3,458636,2960,3,1724651,2965,6,2385211,2965,6,1308058,2965,6,306693,2965,6,317111,2965,6,280169,2965,6,284283,2965,6,965793,2526,9,1429635,2526,8,820819,2526,9,192288,2526,9,176248,2526,9,160259,2526,9,163169,2526,9,458189,1880,12,715647,1880,11,434236,1880,11,121207,1880,12,110813,1880,12,100160,1880,13,107310,1880,12
21,8065,tt0478087,3/27/2008,3,3,en,US,35000000,51132837.9,123,Drama,Drama|Crime,PG-13,1,0,0,111139325.2,171426385.1,111139325.2,1,0,0,0,0,97337761.65,241432068.1,78919335.96,1,36797,Robert Luketic,54417,Dana Brunetti,38941|1979|7517,Jim Sturgess|Kevin Spacey|Kate Bosworth,0,0,0,0,Columbia Pictures,2648,0.601577505,78649005,159808370,31432755,81159365,8655041,2648,1,9568719,2648,1,5882183,2648,1,1991358,2648,1,1908745,2648,1,1656086,2648,1,1770623,2648,1,5166970,2653,1,6250200,2653,1,3920248,2653,1,1103020,2653,1,1209832,2653,1,1089860,2653,1,1095362,2653,1,3311705,2736,3,4676319,2736,3,2482149,2736,4,713940,2736,3,710216,2736,2,660367,2736,2,661200,2736,2,1831889,2903,5,2369729,2903,6,1318744,2903,6,450955,2903,4,444522,2903,4,437675,2903,4,436904,2903,4
Frozen River,10183,tt0978759,3/26/2008,3,2,en,US,1000000,1460938.226,97,Drama,Drama|Crime,R,1,0,0,0,0,0,0,0,0,0,0,77777636.88,90817215.85,77777636.88,1,64131,Courtney Hunt,67355,Heather Rae,6832|64136|64135,Melissa Leo|Misty Upham|Charlie McDermott,0,0,0,0,Harwood Hunt Productions,0,0,2946188,5457664,0,2511476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leatherheads,4942,tt0379865,3/24/2008,3,0,en,US,58000000,84734417.09,114,Comedy,Comedy|Romance|Drama,PG-13,1,0,0,87129831.18,325759629.4,103515422.7,1,87129831.18,325759629.4,103515422.7,1,141656597.2,374686553,108174479.8,1,1461,George Clooney,1461,George Clooney,1461|9137|17697,George Clooney|Renée Zellweger|John Krasinski,0,0,0,0,Universal Pictures,2769,4.403832897,9945101,41319039,15699915,31373938,4596540,2769,2,5178030,2769,3,2908025,2769,3,732625,2769,3,829995,2769,2,761475,2769,2,693225,2769,3,1954125,2771,5,2895695,2771,5,1426845,2771,6,386995,2771,5,416845,2771,5,388045,2771,5,387305,2771,5,965310,2798,9,1398645,2798,9,685510,2798,10,210125,2798,10,211105,2798,10,209995,2798,10,223840,2798,10,574985,2255,12,835125,2255,12,417445,2255,12,135225,2255,13,122905,2255,13,113445,2255,13,100995,2255,14
Shutter,10885,tt0482599,3/21/2008,3,4,en,US,0,0,85,Horror,Horror|Mystery|Thriller,PG-13,1,0,0,0,0,0,0,61336223.67,81646394.41,61336223.67,1,72464409.13,272184359.9,86060168.68,1,67316,Masayuki Ochiai,21035,Doug Davison,11866|19538|67318,Joshua Jackson|Rachael Taylor|Megumi Okina,0,0,0,0,Regency Enterprises,2753,0.239053137,22626756,48555306,13777588,25928550,4666802,2753,3,3759462,2753,4,2021295,2753,5,1093373,2753,5,815320,2753,5,708188,2753,5,713148,2753,5,1943580,2756,5,2192942,2756,6,1084494,2756,8,338030,2756,8,337791,2756,8,307565,2756,8,325951,2756,7,1022933,2125,8,1237919,2125,9,569484,2125,12,164668,2125,11,171413,2125,11,153368,2125,12,159878,2125,11,411199,1435,13,457391,1435,15,225356,1435,18,69836,1435,16,66549,1435,16,62724,1435,17,67731,1435,17
Funny Games,8461,tt0808279,3/14/2008,3,4,en,US,15000000,21914073.39,111,Thriller,Thriller|Horror,R,1,0,0,19052720.9,26087371.02,19052720.9,1,0,0,0,0,29321071.85,287030536.8,53922039.65,1,6011,Michael Haneke,55484,Chris Coen,3489|3129|10692,Naomi Watts|Tim Roth|Michael Pitt,0,0,0,0,Celluloid Dreams,286,0.352864089,6653365,7948284,801169,1294919,178844,286,20,202651,286,24,163338,286,19,61126,286,19,68140,286,20,64045,286,21,63025,286,22,83973,288,26,93220,288,26,68510,288,26,37050,288,26,33362,288,26,32161,288,26,33530,288,27,13869,65,37,17782,65,38,13879,65,39,6276,65,33,6663,65,32,5949,65,33,6040,65,34,6096,37,42,8622,37,42,5904,37,42,2663,37,39,2994,37,39,3012,37,41,3003,37,40
Doomsday,13460,tt0483607,3/14/2008,3,4,en,US,30000000,43828146.77,108,Action,Action|Thriller|Science Fiction,R,1,0,0,24049136.87,41913632.31,24049136.87,1,68749783.67,175709351.4,52057945.48,0,86680113.69,232584942.3,96513323.11,1,57581,Neil Marshall,16838,Steven Paul,25702|382|76215,Rhona Mitra|Bob Hoskins|Adrian Lester,0,0,0,0,Rogue Pictures,1936,0.274104523,11463861,22472631,6727090,11008770,1693445,1936,5,1868240,1936,7,1364880,1936,6,444985,1936,6,465125,1936,7,416665,1936,7,473750,1936,7,756705,1938,10,833550,1938,11,659625,1938,11,310080,1938,10,260665,1938,11,241995,1938,11,242250,1938,11,164280,888,19,231125,888,19,159840,888,18,62160,888,18,62225,888,17,62050,888,17,62125,888,18,35880,184,29,50595,184,29,33185,184,28,13785,184,28,14695,184,28,12920,184,29,11945,184,29
Stargate: The Ark of Truth,13001,tt0942903,3/11/2008,3,1,en,CA,7000000,10226567.58,101,Action,Action|Adventure|Science Fiction,Unrated,1,0,0,0,0,0,0,0,0,0,0,49015845.15,92049770.86,57922626.54,0,27745,Robert C. Cooper,27745,Robert C. Cooper,26048|26087|26088,Ben Browder|Amanda Tapping|Christopher Judge,0,0,0,0,Kawoosh! Productions DTV I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miss Pettigrew Lives for a Day,12178,tt0970468,3/7/2008,3,4,en,US,0,0,92,Drama,Drama|Comedy|Romance,PG-13,1,0,0,0,0,0,0,0,0,0,0,56280005.43,198191313.5,55091401.9,1,58005,Bharat Nalluri,43558,Stephen Garrett,3910|9273|72095,Frances McDormand|Amy Adams|Lee Pace,0,0,0,0,Focus Features,535,0.26132162,4411239,16724933,3358858,12313694,700218,535,11,1095866,535,11,694858,535,10,211659,535,10,226560,535,10,215609,535,10,214088,535,11,558896,539,12,849134,539,12,532751,539,11,160867,539,12,188501,539,12,201236,539,13,210288,539,15,456837,531,14,619718,531,13,405038,531,13,174388,531,14,174219,531,14,174135,531,14,181711,531,14,334255,516,16,510477,516,16,306668,516,16,91262,516,16,101043,516,16,103660,516,16,108654,516,16
Never Back Down,8456,tt1023111,3/4/2008,3,1,en,US,20000000,29218764.51,113,Drama,Drama|Action,PG-13,1,0,0,16182260.01,16182260.01,16182260.01,1,12343917.56,81381111.31,31174273.49,1,59614326.7,154430132.5,66554116.06,1,55075,Jeff Wadlow,14695,Craig Baumgarten,55084|55085|55086,Sean Faris|Amber Heard|Cam Gigandet,0,0,0,0,Summit Entertainment,2729,3.184334852,16776509,41627431,11963111,24850922,3309894,2729,3,3213932,2729,4,2079369,2729,4,734619,2729,3,771907,2729,3,773995,2729,3,1079395,2729,3,1865644,2729,6,1772424,2729,6,1189183,2729,6,674201,2729,7,498472,2729,7,453931,2729,7,473128,2729,7,822133,1869,10,979978,1869,12,557295,1869,13,181332,1869,11,183985,1869,11,166302,1869,13,180903,1869,13,387891,1209,17,472514,1209,18,258249,1209,17,78756,1209,18,86589,1209,18,88696,1209,17,87602,1209,18
"10,000 BC",7840,tt0443649,3/4/2008,3,1,en,US,105000000,153398513.7,109,Adventure,Adventure|Action|Drama|Fantasy,PG-13,1,1,0,260332772.8,613782546.6,271342747.9,1,260332772.8,613782546.6,271342747.9,1,113761958.5,252022025.1,91939825.36,1,6046,Roland Emmerich,6046,Roland Emmerich,54815|38670|7248,Steven Strait|Camilla Belle|Cliff Curtis,0,0,0,0,Centropolis Entertainment,3410,4.05720145,175000000,269784201,44804111,94784201,12506898,3410,1,14016202,3410,1,9344388,3410,1,2684495,3410,1,2317284,3410,1,1988376,3410,1,1946468,3410,1,4945913,3410,2,7006286,3410,2,4821113,3410,2,1386780,3410,2,1438371,3410,2,1386267,3410,2,1678397,3410,2,3086439,3454,5,3425956,3454,5,2421669,3454,3,1158204,3454,4,867411,3454,4,811188,3454,4,807246,3454,4,1416227,3055,8,2110309,3055,7,1420638,3055,6,408337,3055,6,396161,3055,6,367107,3055,6,388376,3055,6
Horton Hears a Who!,12222,tt0451079,3/3/2008,3,0,en,US,85000000,124179749.2,86,Animation,Animation|Comedy|Family|Adventure|Fantasy,Unrated,1,0,0,0,0,0,0,0,0,0,0,99380396.49,299535711.4,114024344.9,1,71729,Steve Martino,71730,Bob Gordon,206|4495|14837,Jim Carrey|Steve Carell|Carol Burnett,0,0,0,0,Blue Sky Studios,3954,2.851234917,144043360,298572799,61419921,154529439,13337277,3954,1,18773953,3954,1,12901768,3954,1,3615494,3954,1,3928735,3954,1,3960861,3954,1,4901833,3954,1,10164609,3961,1,9218133,3961,1,5207854,3961,1,4601534,3961,1,3178339,3961,1,2948957,3961,1,3109801,3961,1,5250226,3826,2,7444216,3826,2,5045664,3826,2,1174174,3826,2,1101072,3826,2,1009659,3826,2,1086622,3826,2,2522675,3571,5,3990726,3571,4,2602586,3571,4,630483,3571,4,654994,3571,4,612604,3571,4,653505,3571,4
The Other Boleyn Girl,12184,tt0467200,2/28/2008,2,3,en,US,35000000,51132837.9,115,Drama,Drama|Romance|History,PG-13,1,0,0,0,0,0,0,13056287.53,58050381.25,18717998.38,1,62701271.95,535719433.1,150135860.6,1,71570,Justin Chadwick,37756,Alison Owen,524|1245|8783,Natalie Portman|Scarlett Johansson|Eric Bana,0,0,0,0,Universal Pictures,1166,0.584218127,51386873,78201830,10612234,26814957,2833063,1166,3,3298444,1166,5,2071554,1166,4,595425,1166,3,627189,1166,3,581358,1166,3,605201,1166,3,1246195,1167,6,1682979,1167,7,1118852,1167,7,389687,1167,6,425071,1167,6,393049,1167,6,402816,1167,6,896531,1212,9,1196844,1212,9,789471,1212,9,270401,1212,10,342183,1212,8,343513,1212,10,409113,1212,8,725358,1188,11,802111,1188,12,510767,1188,12,290950,1188,11,265136,1188,10,265629,1188,10,283518,1188,10
The Bank Job,8848,tt0200465,2/28/2008,2,3,en,GB,20000000,29218764.51,112,Thriller,Thriller|Crime|Drama,Unrated,1,0,0,53902619.03,171504781,68520669.12,1,137947764,333163536.5,98404341.35,1,53898493.55,145555969.9,53842835.85,1,21370,Roger Donaldson,282,Charles Roven,976|9825|55467,Jason Statham|Saffron Burrows|Stephen Campbell Moore,0,0,0,0,Omnilab Media,1603,0.54001192,34767761,64828421,8202988,30060660,1745510,1603,5,2520413,1603,4,1669333,1603,4,579389,1603,3,601142,1603,3,543681,1603,3,543520,1603,4,1439369,1613,7,2154581,1613,6,1461011,1613,5,431286,1613,7,543499,1613,5,529218,1613,6,567947,1613,6,1307319,1613,8,1702782,1613,8,1181672,1613,7,479562,1613,8,445644,1613,8,430236,1613,8,427323,1613,8,788915,1605,11,1236041,1605,10,755212,1605,11,243656,1605,9,262926,1605,9,243940,1605,9,256834,1605,9
Barbie Mariposa,18198,tt1201561,2/26/2008,2,1,en,US,0,0,75,Animation,Animation|Fantasy|Family,Unrated,1,0,0,0,0,0,0,0,0,0,0,18823490.27,18823490.27,18823490.27,1,92125,Conrad Helten,90202,Luke Carroll,33053|74360|45923,Chiara Zanni|Tabitha St. Germain|Kathleen Barr,0,0,0,0,Mattel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justice League: The New Frontier,14011,tt0902272,2/26/2008,2,1,en,US,3500000,5113283.79,75,Action,Action|Adventure|Animation|Science Fiction,PG-13,1,1,0,0,0,0,0,0,0,0,0,37051674.24,125462010.2,56013527.03,1,76243,Dave Bullock,1074237,Stan Berkowitz,25934|15860|41686,David Boreanaz|Miguel Ferrer|Neil Patrick Harris,0,0,0,0,Warner Bros. Animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Bartlett,8669,tt0423977,2/22/2008,2,4,en,CA,12000000,17531258.71,97,Comedy,Comedy|Drama|Romance,R,1,0,0,0,0,0,0,9777438.726,23886320.5,10325390.81,1,32936457.32,113536266,37475873.68,1,10395,Jon Poll,35180,Sidney Kimmel,21028|3223|15250,Anton Yelchin|Robert Downey Jr.|Hope Davis,0,0,0,0,Sidney Kimmel Entertainment,1122,0.237582886,1303287,5254986,2417940,3951699,627716,1122,13,772170,1122,14,436370,1122,15,142857,1122,13,149703,1122,13,142055,1122,13,147069,1122,13,250717,1122,18,361830,1122,20,223738,1122,17,83032,1122,16,88275,1122,16,82521,1122,16,84963,1122,16,47118,323,26,58565,323,27,39519,323,27,16413,323,25,14323,323,28,14632,323,28,16528,323,28,14628,80,37,16671,80,41,14779,80,38,4862,80,38,6082,80,38,5664,80,40,6514,80,40
Black Water,14138,tt0816436,2/22/2008,2,4,en,AU,700000,1022656.758,90,Adventure,Adventure|Drama|Horror,R,1,0,0,0,0,0,0,0,0,0,0,822741.6175,822741.6175,822741.6175,1,81328,Andrew Traucki,81328,Andrew Traucki,81331|79126|81332,Maeve Dermody|Diana Glenn|Andy Rodoreda,0,0,0,0,ProdigyMovies,0,0,0,1271556,0,1271556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Visitor,12473,tt0857191,2/21/2008,2,3,en,US,4000000,5843752.903,104,Crime,Crime|Drama|Music,PG-13,1,0,0,9811213.734,9811213.734,9811213.734,0,0,0,0,0,39193445.9,82725453.56,27004241.08,1,17867,Tom McCarthy,1128800,John Woldenberg,28633|82103|82104,Richard Jenkins|Haaz Sleiman|Danai Gurira,0,0,0,0,Overture Films,4,0.455711869,8770429,18213880,116901,9443451,21073,4,34,38310,4,33,27105,4,32,7302,4,29,7564,4,31,7937,4,31,7610,4,32,43373,18,32,68162,18,28,54964,18,24,18911,18,23,14712,18,28,15191,18,25,16365,18,26,112742,76,18,223671,76,16,141297,76,17,34395,76,18,37563,76,16,36589,76,17,34822,76,17,155756,130,17,296024,130,14,154817,130,15,36975,130,15,41609,130,15,46544,130,15,44896,130,16
Taken,8681,tt0936501,2/18/2008,2,0,en,FR,25000000,36523455.64,94,Action,Action|Thriller,PG-13,1,1,0,18598298.95,18598298.95,18598298.95,1,34158087.09,60218848.39,34158087.09,1,198045853.6,294951569.2,125300931,1,35453,Pierre Morel,18186,Pierre-Ange Le Pogam,3896|11825|10696,Liam Neeson|Maggie Grace|Famke Janssen,0,0,0,0,EuropaCorp,3183,3.299461331,81836771,226837760,33063598,145000989,9417370,3183,1,11655053,3183,1,3644614,3183,1,2222858,3183,1,2141970,3183,1,1965989,3183,1,2015744,3183,1,6202523,3184,2,9143991,3184,2,5200832,3184,3,1300744,3184,2,1291257,3184,2,1147936,3184,2,1323871,3184,2,4653538,3109,3,9069733,3109,3,5261989,3109,2,2836545,3109,3,1195079,3109,4,996620,3109,3,1064643,3109,2,3456405,3102,2,5178265,3102,2,2646592,3102,3,733938,3102,3,767559,3102,3,664531,3102,3,731887,3102,3
The Spiderwick Chronicles,8204,tt0416236,2/14/2008,2,3,en,US,90000000,131484440.3,95,Family,Family|Adventure|Fantasy|Drama,PG,1,2,0,136516359.3,188433959.9,107015887.2,1,241864004,241864004,241864004,0,77238384.75,234740839.3,64471647.64,1,54050,Mark Waters,52845,Karey Kirkpatrick,1281|33397|11064,Freddie Highmore|Sarah Bolger|David Strathairn,0,0,0,0,Paramount Pictures,3847,0.423607105,92975274,164170327,29737730,71195053,2375880,3847,5,4434265,3847,3,8057075,3847,2,6512718,3847,2,5736479,3847,1,1405135,3847,2,1216178,3847,2,1238121,3847,2,2963021,3847,4,6042362,3847,2,4094809,3847,2,569512,3847,3,542469,3847,3,580201,3847,3,560339,3847,3,1877502,3654,5,4085998,3654,3,2736878,3654,3,514778,3654,5,480066,3654,5,454975,3654,5,441782,3654,5,1091921,3246,8,2235008,3246,6,1386016,3246,6,343130,3246,7,365845,3246,7,332641,3246,7
Step Up 2: The Streets,8328,tt1023481,2/14/2008,2,3,en,US,23000000,33601579.19,98,Music,Music|Drama|Romance,PG-13,1,0,0,0,0,0,0,39423942.3,300103498.2,104593831.3,1,64813709,103700286.7,52765972.43,0,54507,Jon M. Chu,11696,Patrick Wachsberger,54499|58368|54500,Briana Evigan|Robert Hoffman|Will Kemp,1,6.5,101926126.9,1.5,Touchstone Pictures,2470,0.466492909,92970599,150988382,30669937,58017783,6600460,2470,2,6383015,2470,2,7307852,2470,3,5217959,2470,3,3216603,2470,3,1067099,2470,3,876949,2470,3,962453,2470,3,3060770,2480,3,4328042,2480,4,2216891,2480,4,431546,2480,4,414404,2480,5,387823,2480,5,407366,2480,5,1745202,2528,6,2643408,2528,6,1353869,2528,6,340195,2528,6,359357,2528,7,302751,2528,7,330373,2528,6,1008074,2251,9,1354282,2251,9,700145,2251,9,228235,2251,9,235919,2251,9,217497,2251,9
